The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", ls_singlevalue "single value [mm^2]", ls_n "sample size", ls_valid "valid", ref_refname "reference", ls_mean "mean LS [mm^2]", ls_maximum "maximum LS [mm^2]", ls_minimum "minimum LS [mm^2]", ls_median "median LS [mm^2]", ls_replicates "number of replicates", ls_stddev "standard deviation", ls_stderror "standard error", ls_collectiondate "collection date", ls_comment "general comment", lflv_name "leaf state", or_origrefname "original reference" FROM (SELECT case when ls_median is not null then ls_median when ls_mean is not null then ls_mean when ls_minimum is not null and ls_maximum is not null then (ls_minimum + ls_maximum) / 2 when ls_minimum is not null then ls_minimum when ls_maximum is not null then ls_maximum else null end AS ls_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, ls_median, ls_mean, ls_minimum, ls_maximum, ls_n, ls_valid, ref_refname, ls_replicates, ls_stddev, ls_stderror, ls_collectiondate, ls_comment, lflv_name, or_origrefname, ls_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ls.m_methodname, m_ls.ls_median, m_ls.ls_mean, m_ls.ls_minimum, m_ls.ls_maximum, m_ls.ls_n, m_ls.ls_valid, m_ls.ref_refname, m_ls.ls_replicates, m_ls.ls_stddev, m_ls.ls_stderror, m_ls.ls_collectiondate, m_ls.ls_comment, m_ls.lflv_name, m_ls.or_origrefname, m_ls.ls_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ls.ls_sbsnumber, m.m_methodname, r_ls.ls_median, r_ls.ls_mean, r_ls.ls_minimum, r_ls.ls_maximum, r_ls.ls_n, r_ls.ls_valid, r_ls.ref_refname, r_ls.ls_replicates, r_ls.ls_stddev, r_ls.ls_stderror, r_ls.ls_collectiondate, r_ls.ls_comment, r_ls.lflv_name, r_ls.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT ls_lflv.ls_sbsnumber, ls_lflv.ls_methodid, ls_lflv.ls_median, ls_lflv.ls_mean, ls_lflv.ls_minimum, ls_lflv.ls_maximum, ls_lflv.ls_n, ls_lflv.ls_valid, r.ref_refname, ls_lflv.ls_replicates, ls_lflv.ls_stddev, ls_lflv.ls_stderror, ls_lflv.ls_collectiondate, ls_lflv.ls_comment, ls_lflv.lflv_name, ls_lflv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ls_orf.ls_sbsnumber, ls_orf.ls_methodid, ls_orf.ls_median, ls_orf.ls_mean, ls_orf.ls_minimum, ls_orf.ls_maximum, ls_orf.ls_n, ls_orf.ls_valid, ls_orf.ls_referenceid, ls_orf.ls_replicates, ls_orf.ls_stddev, ls_orf.ls_stderror, ls_orf.ls_collectiondate, ls_orf.ls_comment, lflv.lflv_name, ls_orf.or_origrefname FROM (SELECT ls.ls_sbsnumber, ls.ls_methodid, ls.ls_median, ls.ls_mean, ls.ls_minimum, ls.ls_maximum, ls.ls_n, ls.ls_valid, ls.ls_referenceid, ls.ls_replicates, ls.ls_stddev, ls.ls_stderror, ls.ls_collectiondate, ls.ls_comment, ls.ls_leafformid, orf.or_origrefname FROM (SELECT sbsnumber AS ls_sbsnumber, methodid AS ls_methodid, median AS ls_median, mean AS ls_mean, minimum AS ls_minimum, maximum AS ls_maximum, n AS ls_n, valid AS ls_valid, referenceid AS ls_referenceid, replicates AS ls_replicates, stddeviation AS ls_stddev, stderror AS ls_stderror, collectiondate AS ls_collectiondate, p_comment AS ls_comment, leafformid AS ls_leafformid, origreferenceid AS ls_origreferenceid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid, leafsizeid FROM leafsize natural join taxontosbsassignment WHERE valid IN (-2, 1))) ls FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ls.ls_origreferenceid = orf.or_origrefid) ls_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON ls_orf.ls_leafformid = lflv.lflv_id) ls_lflv ON r.ref_referenceid = ls_lflv.ls_referenceid) r_ls ON m.m_methodid = r_ls.ls_methodid) m_ls ON sbs.sbs_sbsnumber = m_ls.ls_sbsnumber)) ORDER BY sbs_sbsname
on Tue Apr 29 10:38:50 CEST 2008 .

SBS name;SBS number;general method;single value [mm^2];sample size;valid;reference;mean LS [mm^2];maximum LS [mm^2];minimum LS [mm^2];median LS [mm^2];number of replicates;standard deviation;standard error;collection date;general comment;leaf state;original reference
Mimulus guttatus;34136;actual measurement;272;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;272;;;2;;;1996-09-24 00:00:00.0;;without petiole and rachis;
Mimulus guttatus;34136;actual measurement (following LEDA data standards);1984.75;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1945.3;2731.5;1167.5;1984.75;2;;;2004-07-10 00:00:00.0;Preaggregated value obtained from single record. ;without petiole and rachis;
Mimulus guttatus;34136;actual measurement;4058;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;4058;;;2;;;1996-06-23 00:00:00.0;;without petiole and rachis;
Mimulus guttatus;34136;actual measurement (following LEDA data standards);2021.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1989.15;2796;1196;2021.5;2;;;2004-07-10 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Mimulus moschatus;34076;actual measurement;182;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;182;;;2;;;1996-09-24 00:00:00.0;;without petiole and rachis;
Mimulus moschatus;34076;actual measurement;502;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;502;;;2;;;1996-07-15 00:00:00.0;;without petiole and rachis;
Minuartia hybrida;16496;actual measurement (following LEDA data standards);3.58;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;3.54;4.9;2.19;3.58;10;;;2004-05-11 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Minuartia verna;17060;actual measurement;7;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;7;;;2;;;1996-09-23 00:00:00.0;;without petiole and rachis;
Minuartia verna;17060;actual measurement (following LEDA data standards);2.34;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2.43;3.15;1.98;2.34;10;;;2004-08-26 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Misopates orontium;34219;actual measurement (following LEDA data standards);73.25;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;73.85;116.5;37.5;73.25;2;;;2004-05-14 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Misopates orontium;34219;laboratory/greenhouse/garden experiment;332;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;332;332;332;332;2;;;2004-07-01 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Moehringia trinervia;16247;actual measurement;53;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;53;;;2;;;1996-06-03 00:00:00.0;;without petiole and rachis;
Moehringia trinervia;16247;actual measurement;76;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;76;;;2;;;1996-09-27 00:00:00.0;;without petiole and rachis;
Moehringia trinervia;16247;actual measurement;115;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;115;;;2;;;1996-07-08 00:00:00.0;;without petiole and rachis;
Molinia caerulea;42495;actual measurement;1740;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;1740;;;2;;;1996-09-09 00:00:00.0;;without petiole and rachis;
Molinia caerulea;42495;actual measurement (following LEDA data standards);833.25;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;745.4;1040;363;833.25;2;;;;Preaggregated value obtained from single record. ;without petiole and rachis;
Moneses uniflora;28798;actual measurement (following LEDA data standards);321;9;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;319.22;428;214;321;2;;;2005-06-14 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Montia fontana;27478;actual measurement;13;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;13;;;2;;;1996-06-10 00:00:00.0;;without petiole and rachis;
Montia fontana;27478;actual measurement (following LEDA data standards);18.1;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;17.89;20.4;14.6;18.1;5;;;2005-05-22 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Montia fontana subsp. chondrosperma;27489;actual measurement (following LEDA data standards);6.14;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;6.65;10.37;4.99;6.14;2;;;2004-04-20 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Muscari botryoides;38961;actual measurement (following LEDA data standards);1533;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1501.05;2203.5;899;1533;2;;;2004-05-11 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Myagrum perfoliatum;14601;laboratory/greenhouse/garden experiment;1211.5;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1145.17;1688.5;535.5;1211.5;2;;;2004-06-07 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Myosotis arvensis;12027;actual measurement;624;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;624;;;2;;;1996-07-15 00:00:00.0;;without petiole and rachis;
Myosotis arvensis;12027;actual measurement;895;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;895;;;2;;;1996-06-03 00:00:00.0;;without petiole and rachis;
Myosotis discolor;11975;actual measurement;79;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;79;;;2;;;1996-05-05 00:00:00.0;;without petiole and rachis;
Myosotis discolor;11975;actual measurement (following LEDA data standards);65.5;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;57.67;67.5;40;65.5;2;;;2004-05-12 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Myosotis discolor;11975;actual measurement;111;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;111;;;2;;;1996-05-23 00:00:00.0;;without petiole and rachis;
Myosotis discolor;11975;actual measurement;62;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;62;;;2;;;1996-06-03 00:00:00.0;;without petiole and rachis;
Myosotis laxa;11988;actual measurement;590;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;590;;;2;;;1996-08-08 00:00:00.0;;without petiole and rachis;
Myosotis laxa;11988;actual measurement;331;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;331;;;2;;;1996-09-24 00:00:00.0;;without petiole and rachis;
Myosotis laxa;11988;laboratory/greenhouse/garden experiment;244.25;4;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;243.75;354.5;132;244.25;2;;;2004-07-01 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Myosotis laxa;11988;actual measurement (following LEDA data standards);142.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;177.15;305.5;119.5;142.5;2;;;2004-06-17 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Myosotis ramosissima;11938;actual measurement;62;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;62;;;2;;;1996-05-23 00:00:00.0;;without petiole and rachis;
Myosotis ramosissima;11938;actual measurement;259;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;259;;;2;;;1996-05-05 00:00:00.0;;without petiole and rachis;
Myosotis ramosissima;11938;actual measurement;240;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;240;;;2;;;1996-04-30 00:00:00.0;;without petiole and rachis;
Myosotis rehsteineri;11945;actual measurement (following LEDA data standards);105;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;105.71;149.5;66;105;2;;;2005-05-24 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Myosotis scorpioides;11951;actual measurement;1279;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;1279;;;2;;;1996-06-19 00:00:00.0;;without petiole and rachis;
Myosotis scorpioides;11951;actual measurement;295;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;295;;;2;;;1996-09-09 00:00:00.0;;without petiole and rachis;
Myosotis scorpioides;11951;actual measurement;643;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;643;;;2;;;1996-08-08 00:00:00.0;;without petiole and rachis;
Myosotis scorpioides;11951;actual measurement (following LEDA data standards);2127.25;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;2054.1;2700;1210.5;2127.25;2;;;;Preaggregated value obtained from single record. ;without petiole and rachis;
Myosotis stricta;11964;actual measurement (following LEDA data standards);35.25;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;40.15;109;18.5;35.25;2;;;2004-05-14 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Myosotis sylvatica;11966;actual measurement;743;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;743;;;2;;;1996-05-23 00:00:00.0;;without petiole and rachis;
Myosotis sylvatica;11966;actual measurement;263;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;263;;;2;;;1996-06-03 00:00:00.0;;without petiole and rachis;
Myosotis sylvatica;11966;actual measurement;834;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;834;;;2;;;1996-05-23 00:00:00.0;;without petiole and rachis;
Myosoton aquaticum;15865;actual measurement;1126;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;1126;;;1;;;1999-06-18 00:00:00.0;;without petiole and rachis;
Myosoton aquaticum;15865;actual measurement (following LEDA data standards);970;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;991.34;2116;323;970;2;;;2004-06-19 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Myosurus minimus;27104;laboratory/greenhouse/garden experiment;112;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;90.21;145;34;112;2;;;2004-05-04 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Myrica gale;25316;actual measurement;169;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;169;;;2;;;1996-08-02 00:00:00.0;;without petiole and rachis;
Myriophyllum alterniflorum;25228;actual measurement (following LEDA data standards);8.14;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;7.47;12.23;2.92;8.14;1;;;2003-09-23 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Myriophyllum spicatum;25232;actual measurement;36.6;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;36.6;;;2;;;1996-08-31 00:00:00.0;;without petiole and rachis;
Myriophyllum spicatum;25232;actual measurement;31.05;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;31.05;;;2;;;1996-09-09 00:00:00.0;;without petiole and rachis;
Myrrhis odorata;1152;actual measurement;142526;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;142526;;;2;;;1996-06-11 00:00:00.0;;without petiole and rachis;
Najas marina;39411;actual measurement (following LEDA data standards);41.25;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;41.35;50;33;41.25;2;;;2004-07-26 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Najas minor;39413;actual measurement (following LEDA data standards);6.31;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;6.54;8.65;4.94;6.31;2;;;2004-07-27 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Narcissus poeticus;35706;actual measurement;4582;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;4582;;;2;;;1996-06-03 00:00:00.0;;without petiole and rachis;
Narcissus pseudonarcissus;35717;actual measurement;2158;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;2158;;;2;;;1996-04-30 00:00:00.0;;without petiole and rachis;
Narcissus pseudonarcissus;35717;actual measurement;1389;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;1389;;;2;;;1996-05-12 00:00:00.0;;without petiole and rachis;
Nardus stricta;43217;actual measurement;90;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;90;;;2;;;1996-07-15 00:00:00.0;;without petiole and rachis;
Nardus stricta;43217;actual measurement (following LEDA data standards);123.585;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;123.585;133.82;113.35;123.585;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Nardus stricta;43217;actual measurement (following LEDA data standards);114.51;3;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;108.3533;123.58;86.97;114.51;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Nardus stricta;43217;actual measurement (following LEDA data standards);131.82;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;131.82;144.37;119.27;131.82;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Nardus stricta;43217;actual measurement (following LEDA data standards);87.33;3;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;93.7233;123.3;70.54;87.33;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Nardus stricta;43217;actual measurement;84;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;84;;;2;;;1996-08-16 00:00:00.0;;without petiole and rachis;
Nardus stricta;43217;actual measurement (following LEDA data standards);58.775;6;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;58.0683;88.86;36.97;58.775;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Nardus stricta;43217;actual measurement (following LEDA data standards);34.405;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;34.405;39.78;29.03;34.405;2;;;2003-08-19 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Nardus stricta;43217;actual measurement (following LEDA data standards);139.725;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;139.725;150.8;128.65;139.725;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Nardus stricta;43217;actual measurement (following LEDA data standards);106.33;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;106.33;124.85;87.81;106.33;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Nardus stricta;43217;actual measurement (following LEDA data standards);130.915;2;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;130.915;145.61;116.22;130.915;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Nardus stricta;43217;actual measurement (following LEDA data standards);37.52;4;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;35.8275;39.5;28.77;37.52;2;;;2003-08-19 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Narthecium ossifragum;38170;actual measurement;1087;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;1087;;;2;;;1996-09-09 00:00:00.0;;without petiole and rachis;
Nasturtium microphyllum;12669;actual measurement;3404;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;3404;;;2;;;1996-09-27 00:00:00.0;;without petiole and rachis;
Nasturtium microphyllum;12669;actual measurement;1087;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;1087;;;2;;;1996-09-27 00:00:00.0;;without petiole and rachis;
Nasturtium officinale;14602;actual measurement;2326;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;2326;;;2;;;1996-09-23 00:00:00.0;;without petiole and rachis;
Nasturtium officinale;14602;actual measurement;544;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;544;;;2;;;1996-07-08 00:00:00.0;;without petiole and rachis;
Nepeta cataria;24784;actual measurement (following LEDA data standards);390.5;10;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;396.5;579;233;390.5;2;;;2005-06-19 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Nicandra physalodes;34982;laboratory/greenhouse/garden experiment;8754.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;10542.65;20969.5;5293;8754.5;2;;;2004-07-14 00:00:00.0;Preaggregated value obtained from single record. ;without petiole and rachis;
Nicandra physalodes;34982;laboratory/greenhouse/garden experiment;9009.25;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;10854.6;21660;5468.5;9009.25;2;;;2004-07-14 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Nicotiana rustica;34935;laboratory/greenhouse/garden experiment;8128;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;9220.85;16851.5;5577.5;8128;2;;;2005-08-09 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Nigella arvensis;27106;laboratory/greenhouse/garden experiment;188.54;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;221.85;369.42;139.64;188.54;2;;;2004-08-11 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Nigella damascena;27114;laboratory/greenhouse/garden experiment;2361;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2391.72;2983;1792.29;2361;2;;;2004-08-10 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Nonea pulla;11903;actual measurement (following LEDA data standards);1603;12;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1837.29;3864.5;726.5;1603;2;;;2004-07-28 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Nuphar lutea;25253;actual measurement;34361;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;34361;;;2;;;1996-07-15 00:00:00.0;;without petiole and rachis;
