The following table was created as response to the SQL query
SELECT m_methodname "general method", sbs_sbsname "SBS name", ref_refname "reference", bslv1_name "BBS above ground", bslv2_name "BBS below ground", bbs_valid "valid", bslv3_name "budb seas. at soil surface", sbs_sbsnumber "SBS number", bslv6_name "budb. seas at layer -10-0cm" FROM (SELECT sbs_bbs.bbs_valid, m.m_methodname, sbs_bbs.sbs_sbsnumber, sbs_bbs.sbs_sbsname, sbs_bbs.ref_refname, sbs_bbs.bslv1_name, sbs_bbs.bslv2_name, sbs_bbs.bslv3_name, sbs_bbs.bslv6_name, sbs_bbs.bbs_sbsnumber FROM (SELECT r_bbs.bbs_valid, r_bbs.bbs_methodid, sbs.sbs_sbsnumber, sbs.sbs_sbsname, r_bbs.ref_refname, r_bbs.bslv1_name, r_bbs.bslv2_name, r_bbs.bslv3_name, r_bbs.bslv6_name, r_bbs.bbs_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT bbs_bslv1.bbs_sbsnumber, bbs_bslv1.bbs_valid, bbs_bslv1.bbs_methodid, r.ref_refname, bbs_bslv1.bslv1_name, bbs_bslv1.bslv2_name, bbs_bslv1.bslv3_name, bbs_bslv1.bslv6_name FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT bbs_bslv2.bbs_sbsnumber, bbs_bslv2.bbs_valid, bbs_bslv2.bbs_methodid, bbs_bslv2.bbs_referenceid, bslv1.bslv1_name, bbs_bslv2.bslv2_name, bbs_bslv2.bslv3_name, bbs_bslv2.bslv6_name FROM (SELECT bbs_bslv3.bbs_sbsnumber, bbs_bslv3.bbs_valid, bbs_bslv3.bbs_methodid, bbs_bslv3.bbs_referenceid, bbs_bslv3.bbs_abovegroundid, bslv2.bslv2_name, bbs_bslv3.bslv3_name, bbs_bslv3.bslv6_name FROM (SELECT bbs_bslv6.bbs_sbsnumber, bbs_bslv6.bbs_valid, bbs_bslv6.bbs_methodid, bbs_bslv6.bbs_referenceid, bbs_bslv6.bbs_abovegroundid, bbs_bslv6.bbs_belowgroundid, bslv3.bslv3_name, bbs_bslv6.bslv6_name FROM (SELECT bbs.bbs_sbsnumber, bbs.bbs_valid, bbs.bbs_methodid, bbs.bbs_referenceid, bbs.bbs_abovegroundid, bbs.bbs_belowgroundid, bbs.bbs_soilsurfaceid, bslv6.bslv6_name FROM (SELECT sbsnumber AS bbs_sbsnumber, valid AS bbs_valid, methodid AS bbs_methodid, referenceid AS bbs_referenceid, above_ground_typeid AS bbs_abovegroundid, below_ground_typeid AS bbs_belowgroundid, soilsurface_typeid AS bbs_soilsurfaceid, below_upper_typeid AS bbs_belowupperid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, above_ground_typeid, below_ground_typeid, above_upper_typeid, above_lower_typeid, soilsurface_typeid, below_upper_typeid, below_lower_typeid, created_when, updated_when, valid, validsince, validuntil, ledaid, budbankseasonalityid
from budbankseasonality natural join taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) bbs FULL JOIN (SELECT budbankseasonalitytypeid AS bslv6_id, budbankseasonalitytypename AS bslv6_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv6 ON bbs.bbs_belowupperid = bslv6.bslv6_id) bbs_bslv6 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv3_id, budbankseasonalitytypename AS bslv3_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv3 ON bbs_bslv6.bbs_soilsurfaceid = bslv3.bslv3_id) bbs_bslv3 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv2_id, budbankseasonalitytypename AS bslv2_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv2 ON bbs_bslv3.bbs_belowgroundid = bslv2.bslv2_id) bbs_bslv2 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv1_id, budbankseasonalitytypename AS bslv1_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv1 ON bbs_bslv2.bbs_abovegroundid = bslv1.bslv1_id) bbs_bslv1 ON r.ref_referenceid = bbs_bslv1.bbs_referenceid) r_bbs ON sbs.sbs_sbsnumber = r_bbs.bbs_sbsnumber) sbs_bbs LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON sbs_bbs.bbs_methodid = m.m_methodid) ORDER BY sbs_sbsname
on Thu Mar 13 09:19:18 CET 2008 .

general method;SBS name;reference;BBS above ground;BBS below ground;valid;budb seas. at soil surface;SBS number;budb. seas at layer -10-0cm
unknown;Potentilla anserina;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;29712;perennial
laboratory/greenhouse/garden experiment;Potentilla anserina;CLO-PLA records from September 2005;perennial;perennial;0;perennial;29712;perennial
observation (like obvious taxonomical traits);Potentilla anserina;CLO-PLA records from September 2005;perennial;perennial & potential;0;perennial;29712;perennial & potential
observation (like obvious taxonomical traits);Potentilla anserina;CLO-PLA records from September 2005;perennial;perennial;0;perennial;29712;perennial
observation (like obvious taxonomical traits);Potentilla anserina;CLO-PLA records from September 2005;perennial;perennial;0;perennial;29712;perennial
observation (like obvious taxonomical traits);Potentilla anserina;CLO-PLA records from September 2005;seasonal;perennial & potential;0;seasonal;29712;perennial & potential
observation (like obvious taxonomical traits);Potentilla anserina;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;29712;perennial
observation (like obvious taxonomical traits);Potentilla anserina;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;29712;perennial
observation (like obvious taxonomical traits);Potentilla anserina;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;29712;perennial
observation (like obvious taxonomical traits);Potentilla anserina;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;29712;perennial
observation (like obvious taxonomical traits);Potentilla anserina;CLO-PLA records from September 2005;;potential;0;;29712;potential
derivation from photos or drawings;Potentilla anserina;CLO-PLA records from September 2005;perennial;perennial;0;perennial;29712;perennial
derivation from photos or drawings;Potentilla anserina;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;29712;perennial
derivation from photos or drawings;Potentilla argentea;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30642;perennial
derivation from photos or drawings;Potentilla argentea;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30642;perennial
derivation from photos or drawings;Potentilla argentea;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30642;perennial
derivation from photos or drawings;Potentilla argentea;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30642;perennial
derivation from photos or drawings;Potentilla argentea;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30642;perennial
derivation from photos or drawings;Potentilla aurea;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29716;perennial
derivation from photos or drawings;Potentilla aurea;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29716;perennial
derivation from photos or drawings;Potentilla aurea;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29716;perennial
derivation from photos or drawings;Potentilla caulescens;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30919;perennial
derivation from photos or drawings;Potentilla clusiana;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30319;perennial
derivation from photos or drawings;Potentilla crantzii;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29387;perennial
observation (like obvious taxonomical traits);Potentilla crantzii;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29387;perennial
observation (like obvious taxonomical traits);Potentilla crantzii;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29387;perennial
derivation from photos or drawings;Potentilla crantzii;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29387;perennial
derivation from photos or drawings;Potentilla erecta;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30927;perennial
derivation from photos or drawings;Potentilla erecta;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30927;perennial
derivation from photos or drawings;Potentilla erecta;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30927;perennial
derivation from photos or drawings;Potentilla erecta;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30927;perennial
derivation from photos or drawings;Potentilla erecta;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30927;perennial
unknown;Potentilla erecta;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;seasonal;30927;perennial
derivation from photos or drawings;Potentilla erecta;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30927;perennial
observation (like obvious taxonomical traits);Potentilla fruticosa;CLO-PLA records from September 2005;perennial;perennial;0;perennial;29725;perennial
derivation from photos or drawings;Potentilla heptaphylla;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29728;perennial
derivation from photos or drawings;Potentilla heptaphylla;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;29728;
derivation from photos or drawings;Potentilla inclinata;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29340;perennial
derivation from photos or drawings;Potentilla intermedia;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30887;perennial
derivation from photos or drawings;Potentilla intermedia;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30887;perennial
derivation from photos or drawings;Potentilla micrantha;CLO-PLA records from September 2005;perennial;perennial;0;perennial;29976;perennial
derivation from photos or drawings;Potentilla nitida;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29992;perennial
observation (like obvious taxonomical traits);Potentilla nitida;CLO-PLA records from September 2005;perennial;;0;perennial;29992;
derivation from photos or drawings;Potentilla norvegica;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29685;perennial
derivation from photos or drawings;Potentilla norvegica;CLO-PLA records from September 2005;seasonal;;0;seasonal;29685;
derivation from photos or drawings;Potentilla palustris;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30328;perennial
observation (like obvious taxonomical traits);Potentilla palustris;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;30328;perennial
derivation from photos or drawings;Potentilla pusilla;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;30894;
derivation from photos or drawings;Potentilla reptans;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30622;perennial
unknown;Potentilla reptans;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30622;perennial
unknown;Potentilla reptans;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30622;perennial
observation (like obvious taxonomical traits);Potentilla reptans;CLO-PLA records from September 2005;perennial;perennial;0;perennial;30622;perennial
observation (like obvious taxonomical traits);Potentilla reptans;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30622;perennial
observation (like obvious taxonomical traits);Potentilla reptans;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30622;perennial
observation (like obvious taxonomical traits);Potentilla reptans;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30622;perennial
observation (like obvious taxonomical traits);Potentilla reptans;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30622;perennial
observation (like obvious taxonomical traits);Potentilla reptans;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30622;perennial
derivation from photos or drawings;Potentilla rupestris;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29693;perennial
derivation from photos or drawings;Potentilla rupestris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;29693;perennial
observation (like obvious taxonomical traits);Potentilla rupestris;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;29693;perennial
derivation from photos or drawings;Potentilla sterilis;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30583;perennial
derivation from photos or drawings;Potentilla supina;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;31183;perennial
derivation from photos or drawings;Potentilla supina;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;31183;seasonal
observation (like obvious taxonomical traits);Potentilla supina;CLO-PLA records from September 2005;seasonal;;0;seasonal;31183;
observation (like obvious taxonomical traits);Potentilla supina;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;31183;perennial
derivation from photos or drawings;Potentilla thuringiaca;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;30298;perennial
derivation from photos or drawings;Prenanthes purpurea;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;9532;perennial
derivation from photos or drawings;Prenanthes purpurea;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;9532;perennial
derivation from photos or drawings;Prenanthes purpurea;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;9532;perennial
derivation from photos or drawings;Primula auricula;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28913;perennial
derivation from photos or drawings;Primula auricula;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28913;perennial
derivation from photos or drawings;Primula clusiana;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28853;perennial
derivation from photos or drawings;Primula elatior;CLO-PLA records from September 2005;perennial;perennial;0;perennial;29086;perennial
derivation from photos or drawings;Primula elatior;CLO-PLA records from September 2005;perennial;perennial;0;perennial;29086;perennial
derivation from photos or drawings;Primula elatior;CLO-PLA records from September 2005;perennial;perennial;0;perennial;29086;perennial
derivation from photos or drawings;Primula elatior;CLO-PLA records from September 2005;perennial;perennial;0;perennial;29086;perennial
derivation from photos or drawings;Primula farinosa;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;28915;seasonal
derivation from photos or drawings;Primula farinosa;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;28915;seasonal
derivation from photos or drawings;Primula farinosa;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28915;perennial
derivation from photos or drawings;Primula glutinosa;CLO-PLA records from September 2005;;perennial;0;;28781;perennial
observation (like obvious taxonomical traits);Primula glutinosa;CLO-PLA records from September 2005;;perennial;0;;28781;perennial
derivation from photos or drawings;Primula hirsuta;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28884;perennial
observation (like obvious taxonomical traits);Primula integrifolia;CLO-PLA records from September 2005;;perennial;0;;28830;perennial
derivation from photos or drawings;Primula minima;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28954;perennial
derivation from photos or drawings;Primula minima;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28954;perennial
observation (like obvious taxonomical traits);Primula scotica;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28898;perennial
derivation from photos or drawings;Primula veris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28858;perennial
derivation from photos or drawings;Primula veris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28858;perennial
derivation from photos or drawings;Primula veris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28858;perennial
observation (like obvious taxonomical traits);Primula veris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28858;perennial
derivation from photos or drawings;Primula veris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28858;perennial
unknown;Primula veris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28858;perennial
derivation from photos or drawings;Primula vulgaris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28981;perennial
unknown;Primula vulgaris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28981;perennial
unknown;Primula vulgaris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28981;perennial
derivation from photos or drawings;Prunella grandiflora;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;23985;perennial
derivation from photos or drawings;Prunella grandiflora;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;23985;perennial
derivation from photos or drawings;Prunella grandiflora;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;23985;perennial
derivation from photos or drawings;Prunella grandiflora;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;23985;perennial
derivation from photos or drawings;Prunella laciniata;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;25036;perennial
derivation from photos or drawings;Prunella vulgaris;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;24350;perennial
derivation from photos or drawings;Prunella vulgaris;CLO-PLA records from September 2005;seasonal;;0;seasonal;24350;
derivation from photos or drawings;Prunella vulgaris;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;24350;seasonal
derivation from photos or drawings;Prunella vulgaris;CLO-PLA records from September 2005;seasonal;;0;seasonal;24350;
unknown;Prunella vulgaris;CLO-PLA records from September 2005;seasonal;;0;seasonal;24350;
unknown;Prunella vulgaris;CLO-PLA records from September 2005;seasonal;;0;seasonal;24350;
observation (like obvious taxonomical traits);Prunus domestica;CLO-PLA records from September 2005;;potential;0;;29700;potential
unknown;Prunus domestica;CLO-PLA records from September 2005;;potential;0;;29700;potential
observation (like obvious taxonomical traits);Prunus spinosa;CLO-PLA records from September 2005;;potential;0;;29316;potential
observation (like obvious taxonomical traits);Prunus spinosa;CLO-PLA records from September 2005;;potential;0;;29316;potential
unknown;Prunus spinosa;CLO-PLA records from September 2005;;potential;0;;29316;potential
unknown;Prunus virginiana;CLO-PLA records from September 2005;;potential;0;;30310;potential
derivation from photos or drawings;Puccinellia distans;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42706;perennial
derivation from photos or drawings;Puccinellia distans;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;42706;seasonal
derivation from photos or drawings;Puccinellia distans;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;42706;perennial
derivation from photos or drawings;Puccinellia maritima;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;43436;perennial
unknown;Puccinellia maritima;CLO-PLA records from September 2005;perennial & seasonal;;0;perennial;43436;
unknown;Puccinellia maritima;CLO-PLA records from September 2005;seasonal;;0;seasonal;43436;
unknown;Puccinellia maritima;CLO-PLA records from September 2005;seasonal;;0;seasonal;43436;
unknown;Puccinellia maritima;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;43436;perennial
derivation from photos or drawings;Pulicaria dysenterica;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;9613;perennial
derivation from photos or drawings;Pulicaria dysenterica;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;9613;seasonal
derivation from photos or drawings;Pulicaria vulgaris;CLO-PLA records from September 2005;seasonal;;0;seasonal;10384;
derivation from photos or drawings;Pulmonaria angustifolia;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;11846;perennial
field experiment;Pulmonaria angustifolia;CLO-PLA records from September 2005;;potential;0;;11846;potential
derivation from photos or drawings;Pulmonaria collina;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;50038;perennial
derivation from photos or drawings;Pulmonaria mollis;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;11853;perennial
derivation from photos or drawings;Pulmonaria mollis;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;11853;perennial
derivation from photos or drawings;Pulmonaria montana;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;11790;perennial
derivation from photos or drawings;Pulmonaria obscura;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;11795;perennial
derivation from photos or drawings;Pulmonaria obscura;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;11795;perennial
derivation from photos or drawings;Pulmonaria obscura;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;11795;perennial
derivation from photos or drawings;Pulmonaria obscura;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;11795;perennial
derivation from photos or drawings;Pulmonaria officinalis;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;11796;perennial
derivation from photos or drawings;Pulmonaria officinalis;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;11796;perennial
observation (like obvious taxonomical traits);Pulmonaria officinalis;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;11796;perennial
derivation from photos or drawings;Pulsatilla alpina;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;27129;perennial
derivation from photos or drawings;Pulsatilla alpina;CLO-PLA records from September 2005;perennial;perennial;0;perennial;27129;perennial
derivation from photos or drawings;Pulsatilla patens;CLO-PLA records from September 2005;perennial;perennial;0;perennial;27045;perennial
observation (like obvious taxonomical traits);Pulsatilla patens;CLO-PLA records from September 2005;perennial;perennial & potential;0;perennial;27045;perennial & potential
observation (like obvious taxonomical traits);Pulsatilla patens;CLO-PLA records from September 2005;perennial;perennial & potential;0;perennial;27045;perennial & potential
observation (like obvious taxonomical traits);Pulsatilla patens;CLO-PLA records from September 2005;perennial;perennial;0;perennial;27045;perennial
derivation from photos or drawings;Pulsatilla pratensis;CLO-PLA records from September 2005;perennial;perennial;0;perennial;27054;perennial
observation (like obvious taxonomical traits);Pulsatilla pratensis;CLO-PLA records from September 2005;perennial;perennial;0;perennial;27054;perennial
observation (like obvious taxonomical traits);Pulsatilla pratensis;CLO-PLA records from September 2005;perennial;perennial;0;perennial;27054;perennial
observation (like obvious taxonomical traits);Pulsatilla pratensis;CLO-PLA records from September 2005;perennial;perennial & potential;0;perennial;27054;perennial & potential
observation (like obvious taxonomical traits);Pulsatilla pratensis;CLO-PLA records from September 2005;perennial;perennial & potential;0;perennial;27054;perennial & potential
derivation from photos or drawings;Pulsatilla vernalis;CLO-PLA records from September 2005;perennial;perennial;0;perennial;27063;perennial
observation (like obvious taxonomical traits);Pulsatilla vernalis;CLO-PLA records from September 2005;perennial;perennial & potential;0;perennial;27063;perennial & potential
derivation from photos or drawings;Pulsatilla vernalis;CLO-PLA records from September 2005;perennial;perennial;0;perennial;27063;perennial
derivation from photos or drawings;Pulsatilla vulgaris;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;27065;perennial
unknown;Pulsatilla vulgaris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;27065;perennial
observation (like obvious taxonomical traits);Pulsatilla vulgaris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;27065;perennial
derivation from photos or drawings;Pulsatilla vulgaris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;27065;perennial
derivation from photos or drawings;Pyrola chlorantha;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28769;perennial
observation (like obvious taxonomical traits);Pyrola chlorantha;CLO-PLA records from September 2005;perennial;perennial & potential;0;perennial;28769;perennial & potential
observation (like obvious taxonomical traits);Pyrola chlorantha;CLO-PLA records from September 2005;;perennial & potential;0;;28769;perennial & potential
derivation from photos or drawings;Pyrola media;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28773;perennial
derivation from photos or drawings;Pyrola minor;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;28775;perennial
derivation from photos or drawings;Pyrola minor;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28775;perennial
observation (like obvious taxonomical traits);Pyrola minor;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28775;perennial
observation (like obvious taxonomical traits);Pyrola minor;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28775;perennial
observation (like obvious taxonomical traits);Pyrola minor;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28775;perennial
derivation from photos or drawings;Pyrola rotundifolia;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28777;perennial
derivation from photos or drawings;Pyrola rotundifolia;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28777;perennial
observation (like obvious taxonomical traits);Pyrola rotundifolia;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28777;perennial
observation (like obvious taxonomical traits);Pyrola rotundifolia;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28777;perennial
observation (like obvious taxonomical traits);Pyrola rotundifolia;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28777;perennial
derivation from photos or drawings;Pyrola rotundifolia;CLO-PLA records from September 2005;perennial;perennial;0;perennial;28777;perennial
derivation from photos or drawings;Pyrus pyraster;CLO-PLA records from September 2005;;potential;0;;31153;potential
observation (like obvious taxonomical traits);Pyrus pyraster;CLO-PLA records from September 2005;;potential;0;;31153;potential
observation (like obvious taxonomical traits);Quercus petraea;CLO-PLA records from September 2005;perennial & potential;potential;0;potential;22445;potential
observation (like obvious taxonomical traits);Quercus robur;CLO-PLA records from September 2005;perennial & potential;potential;0;potential;22457;potential
derivation from photos or drawings;Radiola linoides;CLO-PLA records from September 2005;seasonal;;0;;25873;
derivation from photos or drawings;Radiola linoides;CLO-PLA records from September 2005;seasonal;;0;;25873;
derivation from photos or drawings;Ranunculus aconitifolius;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26864;seasonal
derivation from photos or drawings;Ranunculus acris;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;26865;perennial
derivation from photos or drawings;Ranunculus acris;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;26865;perennial
unknown;Ranunculus acris;CLO-PLA records from September 2005;seasonal;;0;;26865;
observation (like obvious taxonomical traits);Ranunculus acris;CLO-PLA records from September 2005;perennial;perennial;0;perennial;26865;perennial
observation (like obvious taxonomical traits);Ranunculus acris;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26865;seasonal
derivation from photos or drawings;Ranunculus acris;CLO-PLA records from September 2005;seasonal;;0;seasonal;26865;
derivation from photos or drawings;Ranunculus acris;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26865;seasonal
derivation from photos or drawings;Ranunculus acris;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26865;seasonal
derivation from photos or drawings;Ranunculus acris;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26865;seasonal
derivation from photos or drawings;Ranunculus acris;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26865;seasonal
derivation from photos or drawings;Ranunculus acris;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;26865;perennial
derivation from photos or drawings;Ranunculus alpestris;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;27002;seasonal
derivation from photos or drawings;Ranunculus aquatilis;CLO-PLA records from September 2005;seasonal;;0;seasonal;27005;
derivation from photos or drawings;Ranunculus aquatilis;CLO-PLA records from September 2005;seasonal;;0;seasonal;27005;
derivation from photos or drawings;Ranunculus aquatilis;CLO-PLA records from September 2005;seasonal;;0;seasonal;27005;
derivation from photos or drawings;Ranunculus arvensis;CLO-PLA records from September 2005;seasonal;;0;seasonal;27014;
derivation from photos or drawings;Ranunculus arvensis;CLO-PLA records from September 2005;seasonal;;0;seasonal;27014;
derivation from photos or drawings;Ranunculus auricomus;CLO-PLA records from September 2005;;perennial;0;;27000;perennial
derivation from photos or drawings;Ranunculus auricomus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;27000;perennial
derivation from photos or drawings;Ranunculus auricomus;CLO-PLA records from September 2005;;seasonal;0;;27000;seasonal
derivation from photos or drawings;Ranunculus auricomus;CLO-PLA records from September 2005;;seasonal;0;;27000;seasonal
derivation from photos or drawings;Ranunculus bulbosus;CLO-PLA records from September 2005;seasonal;seasonal;0;;26809;seasonal
derivation from photos or drawings;Ranunculus bulbosus;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26809;seasonal
derivation from photos or drawings;Ranunculus bulbosus;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26809;seasonal
unknown;Ranunculus bulbosus;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26809;seasonal
