The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", lm_singlevalue "single value [mg]", lm_n "sample size", lm_valid "valid", ref_refname "reference", lflv_name "leaf state", lm_mean "mean LM [mg]", lm_maximum "maximum LM [mg]", lm_minimum "minimum LM [mg]", lm_median "median LM [mg]", lm_replicates "number of replicates", lm_stddev "standard deviation", lm_stderror "standard error", lm_collectiondate "collection date", lm_comment "general comment", or_origrefname "original reference" FROM (SELECT case when lm_median is not null then lm_median when lm_mean is not null then lm_mean when lm_minimum is not null and lm_maximum is not null then (lm_minimum + lm_maximum) / 2 when lm_minimum is not null then lm_minimum when lm_maximum is not null then lm_maximum else null end AS lm_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, lm_median, lm_mean, lm_minimum, lm_maximum, lm_n, lm_valid, ref_refname, lflv_name, lm_replicates, lm_stddev, lm_stderror, lm_collectiondate, lm_comment, or_origrefname, lm_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_lm.m_methodname, m_lm.lm_median, m_lm.lm_mean, m_lm.lm_minimum, m_lm.lm_maximum, m_lm.lm_n, m_lm.lm_valid, m_lm.ref_refname, m_lm.lflv_name, m_lm.lm_replicates, m_lm.lm_stddev, m_lm.lm_stderror, m_lm.lm_collectiondate, m_lm.lm_comment, m_lm.or_origrefname, m_lm.lm_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_lm.lm_sbsnumber, m.m_methodname, r_lm.lm_median, r_lm.lm_mean, r_lm.lm_minimum, r_lm.lm_maximum, r_lm.lm_n, r_lm.lm_valid, r_lm.ref_refname, r_lm.lflv_name, r_lm.lm_replicates, r_lm.lm_stddev, r_lm.lm_stderror, r_lm.lm_collectiondate, r_lm.lm_comment, r_lm.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT lm_lflv.lm_sbsnumber, lm_lflv.lm_methodid, lm_lflv.lm_median, lm_lflv.lm_mean, lm_lflv.lm_minimum, lm_lflv.lm_maximum, lm_lflv.lm_n, lm_lflv.lm_valid, r.ref_refname, lm_lflv.lflv_name, lm_lflv.lm_replicates, lm_lflv.lm_stddev, lm_lflv.lm_stderror, lm_lflv.lm_collectiondate, lm_lflv.lm_comment, lm_lflv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT lm_orf.lm_sbsnumber, lm_orf.lm_methodid, lm_orf.lm_median, lm_orf.lm_mean, lm_orf.lm_minimum, lm_orf.lm_maximum, lm_orf.lm_n, lm_orf.lm_valid, lm_orf.lm_referenceid, lflv.lflv_name, lm_orf.lm_replicates, lm_orf.lm_stddev, lm_orf.lm_stderror, lm_orf.lm_collectiondate, lm_orf.lm_comment, lm_orf.or_origrefname FROM (SELECT lm.lm_sbsnumber, lm.lm_methodid, lm.lm_median, lm.lm_mean, lm.lm_minimum, lm.lm_maximum, lm.lm_n, lm.lm_valid, lm.lm_referenceid, lm.lm_leafformid, lm.lm_replicates, lm.lm_stddev, lm.lm_stderror, lm.lm_collectiondate, lm.lm_comment, orf.or_origrefname FROM (SELECT sbsnumber AS lm_sbsnumber, methodid AS lm_methodid, median AS lm_median, mean AS lm_mean, minimum AS lm_minimum, maximum AS lm_maximum, n AS lm_n, valid AS lm_valid, referenceid AS lm_referenceid, leafformid AS lm_leafformid, replicates AS lm_replicates, stddeviation AS lm_stddev, stderror AS lm_stderror, collectiondate AS lm_collectiondate, p_comment AS lm_comment, origreferenceid AS lm_origreferenceid FROM (SELECT sbsnumber, leafmassid, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid FROM leafmass natural join taxontosbsassignment WHERE valid IN (-2, 1))) lm FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON lm.lm_origreferenceid = orf.or_origrefid) lm_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON lm_orf.lm_leafformid = lflv.lflv_id) lm_lflv ON r.ref_referenceid = lm_lflv.lm_referenceid) r_lm ON m.m_methodid = r_lm.lm_methodid) m_lm ON sbs.sbs_sbsnumber = m_lm.lm_sbsnumber)) ORDER BY sbs_sbsname
on Tue Apr 29 10:41:16 CEST 2008 .

SBS name;SBS number;general method;single value [mg];sample size;valid;reference;leaf state;mean LM [mg];maximum LM [mg];minimum LM [mg];median LM [mg];number of replicates;standard deviation;standard error;collection date;general comment;original reference
Juncus trifidus;36209;actual measurement (following LEDA data standards);11.8;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;without petiole and rachis;11.8;;;;2;;;2003-08-21 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Juncus trifidus;36209;actual measurement (following LEDA data standards);28.5;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;28.5;;;;1;;;2003-08-20 00:00:00.0;;
Juncus trifidus;36209;actual measurement (following LEDA data standards);5.02;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;without petiole and rachis;5.02;;;;5;;;2003-08-21 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Jurinea cyanoides;6414;actual measurement (following LEDA data standards);147.32;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;160.93;366.18;80.26;147.32;2;;;2004-07-27 00:00:00.0;Preaggregated value obtained from single record. ;
Jurinea cyanoides;6414;actual measurement (following LEDA data standards);145.34;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;160.93;366.18;80.26;145.34;2;;;2004-07-27 00:00:00.0;preaggregated value obtained from single record;
Kernera saxatilis;14059;actual measurement (following LEDA data standards);1.62;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.62;1.62;1.62;1.62;2;;;2005-05-26 00:00:00.0;preaggregated value obtained from single record;
Knautia arvensis;19058;actual measurement;119.5;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;119.5;;;2;;;;;
Knautia arvensis;19058;actual measurement;164;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;164;;;2;;;;;
Knautia arvensis;19058;actual measurement;138.8554701;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;138.8554701;;;2;;;1996-08-08 00:00:00.0;;
Koeleria glauca;43022;actual measurement (following LEDA data standards);11.5;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;12.64;19.6;7.37;11.5;2;;;2004-06-07 00:00:00.0;Preaggregated value obtained from single record. ;
Koeleria glauca;43022;actual measurement (following LEDA data standards);11.23;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;12.64;19.6;7.37;11.23;2;;;2004-06-07 00:00:00.0;preaggregated value obtained from single record;
Koeleria macrantha;42831;actual measurement;46.87751479;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;46.87751479;;;2;;;1996-08-16 00:00:00.0;;
Lactuca perennis;6626;actual measurement (following LEDA data standards);109.56;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;123.72;262.56;60.23;109.56;3;;;2005-05-27 00:00:00.0;preaggregated value obtained from single record;
Lactuca serriola;6360;actual measurement;397.1180185;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;397.1180185;;;2;;;1996-08-08 00:00:00.0;;
Lactuca tatarica;7416;actual measurement (following LEDA data standards);72.19;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;71.93;79.91;59.86;72.19;2;;;2005-09-10 00:00:00.0;preaggregated value obtained from single record;
Lactuca virosa;7940;actual measurement;290.7068784;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;290.7068784;;;2;;;1996-07-08 00:00:00.0;;
Lactuca virosa;7940;actual measurement;314.5566303;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;314.5566303;;;2;;;1996-08-08 00:00:00.0;;
Lactuca virosa;7940;actual measurement (following LEDA data standards);255.1;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;297.44;570.96;153.16;255.1;2;;;2004-08-26 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Lactuca virosa;7940;actual measurement (following LEDA data standards);245.32;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;297.44;570.96;153.16;245.32;2;;;2004-08-26 00:00:00.0;preaggregated value obtained from single record;
Lactuca virosa;7940;laboratory/greenhouse/garden experiment;278.38;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;280.25;469.07;174.83;278.38;2;;;2005-06-14 00:00:00.0;preaggregated value obtained from single record;
Lactuca virosa;7940;actual measurement;440.859748;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;440.859748;;;2;;;1996-07-16 00:00:00.0;;
Lamiastrum galeobdolon;24666;actual measurement;68.18693031;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;68.18693031;;;2;;;1996-05-30 00:00:00.0;;
Lamium album;24182;actual measurement;39.14266958;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;39.14266958;;;2;;;1996-05-23 00:00:00.0;;
Lamium album;24182;actual measurement;46.1625;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;46.1625;;;2;;;1996-05-21 00:00:00.0;;
Lamium amplexicaule;23573;actual measurement;8.462668666;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;8.462668666;;;2;;;1996-05-23 00:00:00.0;;
Lamium hybridum;24187;actual measurement;23.36294996;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;23.36294996;;;2;;;1996-04-30 00:00:00.0;;
Lamium maculatum;24189;actual measurement;47.04573503;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;47.04573503;;;2;;;1996-09-26 00:00:00.0;;
Lamium purpureum;25103;actual measurement;9.835;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;9.835;;;2;;;1996-06-03 00:00:00.0;;
Lamium purpureum;25103;actual measurement;10.22223191;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;10.22223191;;;2;;;1996-05-21 00:00:00.0;;
Lamium purpureum;25103;actual measurement;13.89917219;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;13.89917219;;;2;;;1996-05-23 00:00:00.0;;
Lappula deflexa;12048;laboratory/greenhouse/garden experiment;83.78;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;86.4;165.87;34.65;83.78;2;;;2004-08-12 00:00:00.0;Preaggregated value obtained from single record. one ground leaf and one spataceous bract measured per plant;
Lappula deflexa;12048;laboratory/greenhouse/garden experiment;94.52;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;101.37;199.13;42.14;94.52;2;;;2004-08-12 00:00:00.0;Preaggregated value obtained from single record. one ground leaf and one spataceous bract measured per plant;
Lappula deflexa;12048;laboratory/greenhouse/garden experiment;91.11;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;101.37;199.13;42.14;91.11;2;;;2004-08-12 00:00:00.0;preaggregated value obtained from single record;
Lappula deflexa;12048;laboratory/greenhouse/garden experiment;77.06;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;86.4;165.87;34.65;77.06;2;;;2004-08-12 00:00:00.0;preaggregated value obtained from single record;
Lappula squarrosa;12063;laboratory/greenhouse/garden experiment;20.2;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;20.2;27.36;9.19;20.2;2;;;2004-06-30 00:00:00.0;Preaggregated value obtained from single record. ;
Lappula squarrosa;12063;laboratory/greenhouse/garden experiment;21.09;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;20.2;27.36;9.19;21.09;2;;;2004-06-30 00:00:00.0;preaggregated value obtained from single record;
Lapsana communis;6629;actual measurement;66.83739487;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;66.83739487;;;2;;;1996-05-30 00:00:00.0;;
Lapsana communis;6629;actual measurement;131.1210622;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;131.1210622;;;2;;;1996-08-16 00:00:00.0;;
Laserpitium latifolium;1705;actual measurement (following LEDA data standards);1434.71;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1885.89;3485.11;1167.68;1434.71;1;;;2004-05-17 00:00:00.0;Preaggregated value obtained from single record. ;
Laserpitium latifolium;1705;actual measurement (following LEDA data standards);1432.32;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1885.89;3485.11;1167.68;1432.32;1;;;2004-05-17 00:00:00.0;preaggregated value obtained from single record;
Laserpitium prutenicum;1215;laboratory/greenhouse/garden experiment;481.01;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;479.27;511.82;444.97;481.01;2;;;2005-06-20 00:00:00.0;preaggregated value obtained from single record;
Lathyrus heterophyllus;19830;actual measurement (following LEDA data standards);245.9;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;245.9;405.91;83.55;245.9;2;;;2004-07-12 00:00:00.0;Preaggregated value obtained from single record. ;
Lathyrus heterophyllus;19830;actual measurement (following LEDA data standards);226.16;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;245.9;405.91;83.55;226.16;2;;;2004-07-12 00:00:00.0;preaggregated value obtained from single record;
Lathyrus heterophyllus;19830;actual measurement (following LEDA data standards);326.21;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;326.21;506.27;144.55;326.21;2;;;2004-07-12 00:00:00.0;Preaggregated value obtained from single record. ;
Lathyrus heterophyllus;19830;actual measurement (following LEDA data standards);295.93;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;326.21;506.27;144.55;295.93;2;;;2004-07-12 00:00:00.0;preaggregated value obtained from single record;
Lathyrus latifolius;21002;actual measurement;435.7653916;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;435.7653916;;;2;;;1996-07-08 00:00:00.0;;
Lathyrus montanus;20503;actual measurement;37.83910307;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;37.83910307;;;2;;;1996-06-23 00:00:00.0;;
Lathyrus montanus;20503;actual measurement;80.47436787;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;80.47436787;;;2;;;1996-08-14 00:00:00.0;;
Lathyrus nissolia;21360;actual measurement;31.94598765;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;31.94598765;;;2;;;1996-06-20 00:00:00.0;;
Lathyrus nissolia;21360;laboratory/greenhouse/garden experiment;51.27;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;51.27;51.27;51.27;51.27;2;;;2004-06-22 00:00:00.0;preaggregated value obtained from single record;
Lathyrus nissolia;21360;laboratory/greenhouse/garden experiment;51.27;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;51.27;51.27;51.27;51.27;2;;;2004-06-22 00:00:00.0;Preaggregated value obtained from single record. ;
Lathyrus nissolia;21360;laboratory/greenhouse/garden experiment;68.89;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;68.89;68.89;68.89;68.89;2;;;2004-06-22 00:00:00.0;preaggregated value obtained from single record;
Lathyrus nissolia;21360;laboratory/greenhouse/garden experiment;68.89;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;68.89;68.89;68.89;68.89;2;;;2004-06-22 00:00:00.0;Preaggregated value obtained from single record. ;
Lathyrus odoratus;20506;laboratory/greenhouse/garden experiment;68.77;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;69.55;104.4;31.7;68.77;2;;;2004-07-26 00:00:00.0;Preaggregated value obtained from single record. ;
Lathyrus odoratus;20506;laboratory/greenhouse/garden experiment;68;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;69.55;104.4;31.7;68;2;;;2004-07-26 00:00:00.0;preaggregated value obtained from single record;
Lathyrus odoratus;20506;laboratory/greenhouse/garden experiment;105.12;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;106.25;161.8;48.53;105.12;2;;;2004-07-26 00:00:00.0;Preaggregated value obtained from single record. ;
Lathyrus odoratus;20506;laboratory/greenhouse/garden experiment;104;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;106.25;161.8;48.53;104;2;;;2004-07-26 00:00:00.0;preaggregated value obtained from single record;
Lathyrus palustris;21816;actual measurement (following LEDA data standards);82.85;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;73.42;98.66;42.96;82.85;2;;;2004-06-15 00:00:00.0;Preaggregated value obtained from single record. ;
Lathyrus palustris;21816;actual measurement (following LEDA data standards);84.01;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;73.42;98.66;42.96;84.01;2;;;2004-06-15 00:00:00.0;preaggregated value obtained from single record;
Lathyrus pratensis;21355;actual measurement;5.139534884;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;5.139534884;;;2;;;;;
Lathyrus pratensis;21355;actual measurement;9.540372671;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;9.540372671;;;2;;;1996-07-15 00:00:00.0;;
Lathyrus pratensis;21355;actual measurement;6.196082474;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;6.196082474;;;2;;;;;
Lathyrus tuberosus;19845;actual measurement;25.64214064;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;25.64214064;;;2;;;1996-07-08 00:00:00.0;;
Lathyrus tuberosus;19845;actual measurement (following LEDA data standards);9.52;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;9.52;9.52;9.52;9.52;2;;;2004-07-13 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Lathyrus tuberosus;19845;actual measurement (following LEDA data standards);9.52;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;9.52;9.52;9.52;9.52;2;;;2004-07-13 00:00:00.0;preaggregated value obtained from single record;
Lathyrus vernus;19847;actual measurement (following LEDA data standards);105.72;12;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;105.13;163.14;64.08;105.72;1;;;2003-06-19 00:00:00.0;Preaggregated value obtained from single record. ;
Lathyrus vernus;19847;laboratory/greenhouse/garden experiment;156.87;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;156.87;225.93;108.22;156.87;2;;;2004-04-24 00:00:00.0;Preaggregated value obtained from single record. ;
Lathyrus vernus;19847;laboratory/greenhouse/garden experiment;151.61;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;156.87;225.93;108.22;151.61;2;;;2004-04-24 00:00:00.0;preaggregated value obtained from single record;
Lathyrus vernus;19847;actual measurement (following LEDA data standards);94.73;12;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;95.4;150.63;54.23;94.73;1;;;2003-06-19 00:00:00.0;Preaggregated value obtained from single record. ;
Lathyrus vernus;19847;laboratory/greenhouse/garden experiment;144.4;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;144.4;210.29;97.9;144.4;2;;;2004-04-24 00:00:00.0;Preaggregated value obtained from single record. ;
Lathyrus vernus;19847;laboratory/greenhouse/garden experiment;139.22;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;144.4;210.29;97.9;139.22;2;;;2004-04-24 00:00:00.0;preaggregated value obtained from single record;
Legousia hybrida;14896;actual measurement;4.313239437;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;4.313239437;;;2;;;1996-07-15 00:00:00.0;;
Legousia hybrida;14896;laboratory/greenhouse/garden experiment;.22;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;.26;.55;.12;.22;2;;;2004-08-09 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Legousia hybrida;14896;laboratory/greenhouse/garden experiment;.19;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;.26;.55;.12;.19;2;;;2004-08-09 00:00:00.0;preaggregated value obtained from single record;
Legousia speculum-veneris;14838;laboratory/greenhouse/garden experiment;1.89;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.89;4.33;.51;1.89;2;;;2004-08-04 00:00:00.0;Preaggregated value obtained from single record. ;
Legousia speculum-veneris;14838;laboratory/greenhouse/garden experiment;1.94;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;1.89;4.33;.51;1.94;2;;;2004-08-04 00:00:00.0;preaggregated value obtained from single record;
Lembotropis nigricans;21830;actual measurement (following LEDA data standards);10.67;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;9.91;13.23;3.49;10.67;2;;;2004-07-13 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
