The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", ld_category "leaf distribution ", ld_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT ld_m.ld_category, sbs.sbs_sbsnumber, ld_m.m_methodname, sbs.sbs_sbsname, ld_m.ld_valid, ld_m.ref_refname, ld_m.or_origrefname, ld_m.ld_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ld.ld_sbsnumber, r_ld.ld_category, m.m_methodname, r_ld.ld_valid, r_ld.ref_refname, r_ld.or_origrefname FROM (SELECT ld_orf.ld_sbsnumber, ld_orf.ld_category, ld_orf.ld_methodid, ld_orf.ld_valid, r.ref_refname, ld_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ld.ld_sbsnumber, ld.ld_category, ld.ld_methodid, ld.ld_valid, ld.ld_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS ld_sbsnumber, leafdistributionname AS ld_category, methodid AS ld_methodid, valid AS ld_valid, referenceid AS ld_referenceid, origreferenceid AS ld_origreferenceid FROM (select leafdistributionid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, leafdistributionnameid, created_when, updated_when, valid, validsince, validuntil, ledaid, leafdistributionname
from
(select leafdistributionid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, leafdistributionnameid, created_when, updated_when, valid, validsince, validuntil, ledaid from leafdistribution natural join taxontosbsassignment)
natural join
leafdistributionname_lv WHERE valid IN (-2, 1))) ld FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ld.ld_origreferenceid = orf.or_origrefid) ld_orf ON r.ref_referenceid = ld_orf.ld_referenceid) r_ld LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_ld.ld_methodid = m.m_methodid) ld_m ON sbs.sbs_sbsnumber = ld_m.ld_sbsnumber)
on Mon Apr 26 11:03:40 CEST 2010 .

SBS number;general method;SBS name;leaf distribution ;valid;reference;original reference
35652;estimation;Sagittaria latifolia;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
35672;estimation;Galanthus nivalis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35706;estimation;Narcissus poeticus;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
35717;estimation;Narcissus pseudonarcissus;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
35768;estimation;Leucojum vernum;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
35825;estimation;Acorus calamus;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
35847;estimation;Arum maculatum;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
35879;estimation;Calla palustris;semi-rosette ;1;BIOLFLOR database;
35939;estimation;Juncus atratus;semi-rosette ;1;BIOLFLOR database;
35974;estimation;Juncus acutiflorus;semi-rosette ;1;BIOLFLOR database;
36003;estimation;Juncus compressus;semi-rosette ;1;BIOLFLOR database;
36005;estimation;Hieracium picroides;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36005;estimation;Hieracium picroides;semi-rosette ;1;BIOLFLOR database;
36022;estimation;Juncus ensifolius;semi-rosette ;1;BIOLFLOR database;
36026;estimation;Juncus bulbosus;semi-rosette ;1;BIOLFLOR database;
36027;estimation;Hieracium stenoplecum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36033;estimation;Hieracium bupleuroides;semi-rosette ;1;BIOLFLOR database;
36042;estimation;Juncus capitatus;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
36048;estimation;Juncus pygmaeus;semi-rosette ;1;BIOLFLOR database;
36052;estimation;Juncus ranarius;semi-rosette ;1;BIOLFLOR database;
36081;estimation;Juncus gerardi;semi-rosette ;1;BIOLFLOR database;
36111;estimation;Juncus tenageia;semi-rosette ;1;BIOLFLOR database;
36112;estimation;Juncus tenuis;semi-rosette ;1;BIOLFLOR database;
36128;estimation;Juncus bufonius;semi-rosette ;1;BIOLFLOR database;
36141;estimation;Juncus sphaerocarpus;semi-rosette ;1;BIOLFLOR database;
36142;estimation;Juncus squarrosus;semi-rosette ;1;BIOLFLOR database;
36147;estimation;Juncus stygius;semi-rosette ;1;BIOLFLOR database;
36160;estimation;Juncus maritimus;semi-rosette ;1;BIOLFLOR database;
36160;estimation;Juncus maritimus;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
36164;estimation;Juncus minutulus;semi-rosette ;1;BIOLFLOR database;
36174;estimation;Luzula desvauxii;semi-rosette ;1;BIOLFLOR database;
36175;estimation;Luzula glabrata;semi-rosette ;1;BIOLFLOR database;
36181;estimation;Luzula forsteri;semi-rosette ;1;BIOLFLOR database;
36187;estimation;Luzula alpinopilosa;semi-rosette ;1;BIOLFLOR database;
36230;estimation;Luzula pilosa;semi-rosette ;1;BIOLFLOR database;
36240;estimation;Luzula spicata;semi-rosette ;1;BIOLFLOR database;
36244;estimation;Luzula sudetica;semi-rosette ;1;BIOLFLOR database;
36245;estimation;Luzula multiflora;semi-rosette ;1;BIOLFLOR database;
36256;estimation;Luzula nivea;semi-rosette ;1;BIOLFLOR database;
36262;estimation;Luzula pallescens;semi-rosette ;1;BIOLFLOR database;
36269;estimation;Luzula luzulina;semi-rosette ;1;BIOLFLOR database;
36273;estimation;Luzula luzuloides;semi-rosette ;1;BIOLFLOR database;
36280;estimation;Luzula campestris;semi-rosette ;1;BIOLFLOR database;
36284;estimation;Luzula sylvatica;semi-rosette ;1;BIOLFLOR database;
36294;estimation;Hydrilla verticillata;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36302;estimation;Hydrocharis morsus-ranae;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
36304;estimation;Lagarosiphon major;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36308;estimation;Stratiotes aloides;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
36310;estimation;Vallisneria spiralis;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
36323;estimation;Triglochin maritima;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
36324;estimation;Triglochin palustris;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
36334;estimation;Egeria densa;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36340;estimation;Elodea canadensis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36344;estimation;Elodea nuttallii;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36357;estimation;Tamus communis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36454;estimation;Hieracium glabratum;semi-rosette ;1;BIOLFLOR database;
36455;estimation;Hieracium glaucum;semi-rosette ;1;BIOLFLOR database;
31509;estimation;Saxifraga mutata;semi-rosette ;1;BIOLFLOR database;
31526;estimation;Saxifraga oppositifolia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31528;estimation;Saxifraga paniculata;semi-rosette ;1;BIOLFLOR database;
31574;estimation;Saxifraga rosacea;semi-rosette ;1;BIOLFLOR database;
31582;estimation;Saxifraga rotundifolia;semi-rosette ;1;BIOLFLOR database;
31616;estimation;Saxifraga tridactylites;semi-rosette ;1;BIOLFLOR database;
31626;estimation;Tellima grandiflora;semi-rosette ;1;BIOLFLOR database;
31663;estimation;Ruta graveolens;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31688;estimation;Dictamnus albus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31699;estimation;Galium sylvaticum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31719;estimation;Galium tricornutum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31724;estimation;Galium uliginosum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31730;estimation;Galium verum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31750;estimation;Galium pumilum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31769;estimation;Galium saxatile;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31775;estimation;Galium spurium;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31777;estimation;Galium sterneri;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31782;estimation;Galium mollugo;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31798;estimation;Galium noricum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31805;estimation;Galium odoratum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31813;estimation;Galium palustre;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31817;estimation;Galium parisiense;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31829;estimation;Galium lucidum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31855;estimation;Cruciata glabra;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31858;estimation;Galium glaucum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31917;estimation;Galium boreale;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31949;estimation;Galium album;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31956;estimation;Galium aparine;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31963;estimation;Galium aristatum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
31967;estimation;Sherardia arvensis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32026;estimation;Hieracium rohacsense;semi-rosette ;1;BIOLFLOR database;
32064;estimation;Galium valdepilosum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32103;estimation;Galium rotundifolium;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32114;estimation;Galium schultesii;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32133;estimation;Cruciata laevipes;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32146;estimation;Galium megalospermum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32194;estimation;Galium suecicum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32200;estimation;Galium truniacum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32204;estimation;Galium verrucosum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32317;estimation;Galium anisophyllon;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32329;estimation;Asperula tinctoria;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32387;estimation;Asperula arvensis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32417;estimation;Thesium pyrenaicum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32423;estimation;Thesium rostratum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
32434;estimation;Thesium alpinum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30075;estimation;Rubus clusii;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30087;estimation;Sorbus aria;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30108;estimation;Rubus caesius;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30128;estimation;Potentilla alba;semi-rosette ;1;BIOLFLOR database;
30139;estimation;Sanguisorba officinalis;semi-rosette ;1;BIOLFLOR database;
30147;estimation;Sorbus danubialis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30149;estimation;Sorbus graeca;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30155;estimation;Sorbus pseudothuringiaca;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30156;estimation;Sorbus subcordata;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30174;estimation;Rubus winteri;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30180;estimation;Rubus pyramidalis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30194;estimation;Rubus macrothyrsus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30200;estimation;Rubus myricae;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30204;estimation;Rubus godronii;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30206;estimation;Rubus guentheri;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30214;estimation;Rubus koehleri;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30229;estimation;Rubus foliosus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30230;estimation;Rubus adornatus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30235;estimation;Rubus bifrons;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30236;estimation;Rubus bregutiensis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30238;estimation;Rubus caflishii;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30240;estimation;Rubus canescens;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30254;estimation;Rosa subcollina;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30270;estimation;Rosa abietina;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30273;estimation;Rosa caesia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30277;estimation;Rosa corymbifera;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30295;estimation;Potentilla tabernaemontani;semi-rosette ;1;BIOLFLOR database;
30298;estimation;Potentilla thuringiaca;semi-rosette ;1;BIOLFLOR database;
30304;estimation;Prunus fruticosa;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30306;estimation;Prunus padus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30310;estimation;Prunus virginiana;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30315;estimation;Potentilla brauniana;semi-rosette ;1;BIOLFLOR database;
30319;estimation;Potentilla clusiana;semi-rosette ;1;BIOLFLOR database;
30327;estimation;Potentilla neglecta;semi-rosette ;1;BIOLFLOR database;
30328;estimation;Potentilla palustris;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30348;estimation;Fragaria moschata;semi-rosette ;1;BIOLFLOR database;
30357;estimation;Mespilus germanica;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30359;estimation;Alchemilla subcrenata;semi-rosette ;1;BIOLFLOR database;
30362;estimation;Alchemilla tirolensis;semi-rosette ;1;BIOLFLOR database;
30366;estimation;Alchemilla xanthochlora;semi-rosette ;1;BIOLFLOR database;
30377;estimation;Alchemilla othmarii;semi-rosette ;1;BIOLFLOR database;
30381;estimation;Alchemilla propinqua;semi-rosette ;1;BIOLFLOR database;
30383;estimation;Alchemilla rubristipula;semi-rosette ;1;BIOLFLOR database;
30404;estimation;Alchemilla filicaulis;semi-rosette ;1;BIOLFLOR database;
30424;estimation;Alchemilla cleistophylla;semi-rosette ;1;BIOLFLOR database;
30426;estimation;Alchemilla connivens;semi-rosette ;1;BIOLFLOR database;
30433;estimation;Sorbus chamaemespilus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30435;estimation;Sorbus franconica;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30472;estimation;Sibbaldia procumbens;semi-rosette ;1;BIOLFLOR database;
30474;estimation;Rubus polyanthemus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30481;estimation;Rubus scissus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30484;estimation;Rubus sprengelii;leaves distributed regularly along the stem ;1;BIOLFLOR database;
30492;estimation;Rubus nessensis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34815;estimation;Valeriana versifolia;semi-rosette ;1;BIOLFLOR database;
34818;estimation;Valerianella carinata;semi-rosette ;1;BIOLFLOR database;
34825;estimation;Valerianella dentata;semi-rosette ;1;BIOLFLOR database;
34832;estimation;Valeriana officinalis;semi-rosette ;1;BIOLFLOR database;
34846;estimation;Valeriana officinalis s. collina;semi-rosette ;1;BIOLFLOR database;
34865;estimation;Centranthus ruber;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34884;estimation;Valeriana dioica;semi-rosette ;1;BIOLFLOR database;
34907;estimation;Datura stramonium;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34910;estimation;Nicotiana tabacum;semi-rosette ;1;BIOLFLOR database;
34912;estimation;Solanum triflorum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34915;estimation;Solanum tuberosum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34935;estimation;Nicotiana rustica;semi-rosette ;1;BIOLFLOR database;
34939;estimation;Solanum sarrachoides;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34956;estimation;Hyoscyamus niger;semi-rosette ;1;BIOLFLOR database;
34958;estimation;Solanum nigrum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34982;estimation;Nicandra physalodes;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35031;estimation;Lycium chinense;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35041;estimation;Solanum dulcamara;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35044;estimation;Lycopersicon esculentum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35072;estimation;Physalis alkekengi;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35086;estimation;Lycium barbarum;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35087;estimation;Atropa bella-donna;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35092;estimation;Verbena officinalis;semi-rosette ;1;BIOLFLOR database;
35137;estimation;Parietaria officinalis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35149;estimation;Urtica dioica;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35156;estimation;Urtica kioviensis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35157;estimation;Urtica pilulifera;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35160;estimation;Urtica urens;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35180;estimation;Ulmus glabra;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35184;estimation;Ulmus laevis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35187;estimation;Ulmus minor;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35203;estimation;Viola uliginosa;semi-rosette ;1;BIOLFLOR database;
35203;estimation;Viola uliginosa;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
35219;estimation;Viola tricolor;semi-rosette ;1;BIOLFLOR database;
35233;estimation;Viola rupestris;semi-rosette ;1;BIOLFLOR database;
35250;estimation;Viola suavis;semi-rosette ;1;BIOLFLOR database;
35250;estimation;Viola suavis;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
35256;estimation;Viola pumila;leaves distributed regularly along the stem ;1;BIOLFLOR database;
35258;estimation;Viola pyrenaica;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
35262;estimation;Viola reichenbachiana;semi-rosette ;1;BIOLFLOR database;
34304;estimation;Hieracium valoddae;semi-rosette ;1;BIOLFLOR database;
34307;estimation;Euphrasia micrantha;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34347;estimation;Veronica scutellata;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34372;estimation;Scrophularia umbrosa;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34375;estimation;Veronica verna;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34389;estimation;Pedicularis elongata;semi-rosette ;1;BIOLFLOR database;
34393;estimation;Euphrasia hirtella;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34421;estimation;Veronica opaca;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34451;estimation;Bartsia alpina;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34452;estimation;Linaria alpina;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34456;estimation;Veronica aphylla;semi-rosette ;1;BIOLFLOR database;
34460;estimation;Melampyrum arvense;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34486;estimation;Euphrasia frigida;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34500;estimation;Vitis vinifera;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34510;estimation;Parthenocissus inserta;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34523;estimation;Ailanthus altissima;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34544;estimation;Tropaeolum majus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34565;estimation;Daphne striata;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34584;estimation;Thymelaea passerina;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33474;estimation;Pedicularis foliosa;semi-rosette ;1;BIOLFLOR database;
33488;estimation;Pedicularis rostratocapitata;semi-rosette ;1;BIOLFLOR database;
33489;estimation;Pedicularis rostratospicata;semi-rosette ;1;BIOLFLOR database;
33509;estimation;Parentucellia viscosa;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33526;estimation;Melampyrum pratense;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33573;estimation;Lindernia dubia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33573;estimation;Lindernia dubia;semi-rosette ;1;BIOLFLOR database;
33575;estimation;Lindernia procumbens;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33575;estimation;Lindernia procumbens;semi-rosette ;1;BIOLFLOR database;
33588;estimation;Euphrasia tricuspidata;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33602;estimation;Lathraea clandestina;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33604;estimation;Limosella aquatica;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
33614;estimation;Euphrasia nemorosa;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33712;estimation;Verbascum sinuatum;semi-rosette ;1;BIOLFLOR database;
33714;estimation;Linaria spartea;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33737;estimation;Veronica persica;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33745;estimation;Veronica polita;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33746;estimation;Veronica praecox;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33747;estimation;Verbascum pulverulentum;semi-rosette ;1;BIOLFLOR database;
33753;estimation;Pedicularis recutita;semi-rosette ;1;BIOLFLOR database;
33754;estimation;Linaria repens;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33758;estimation;Veronica montana;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33763;estimation;Pedicularis oederi;semi-rosette ;1;BIOLFLOR database;
33764;estimation;Veronica officinalis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34634;estimation;Tilia platyphyllos;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33171;estimation;Digitalis lanata;semi-rosette ;1;BIOLFLOR database;
33173;estimation;Digitalis lutea;semi-rosette ;1;BIOLFLOR database;
33178;estimation;Digitalis purpurea;semi-rosette ;1;BIOLFLOR database;
33202;estimation;Chaenorhinum minus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33224;estimation;Cymbalaria muralis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33247;estimation;Anarrhinum bellidifolium;semi-rosette ;1;BIOLFLOR database;
33261;estimation;Antirrhinum majus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33270;estimation;Veronica peregrina;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33276;estimation;Veronica spicata s. spicata;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33282;estimation;Veronica triphyllos;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33302;estimation;Veronica arvensis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33306;estimation;Veronica austriaca s. teucrium;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33317;estimation;Veronica hederifolia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33324;estimation;Veronica acinifolia;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33325;estimation;Veronica alpina;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33383;estimation;Scrophularia vernalis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33387;estimation;Tozzia alpina;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33429;estimation;Scrophularia auriculata;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33438;estimation;Scrophularia scopolii;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33445;estimation;Rhinanthus alectorolophus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
33452;estimation;Rhinanthus angustifolius;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36529;estimation;Crocus vernus s. vernus;rosette / tufted plant above ground, above ground in water or on water surface ;1;BIOLFLOR database;
36560;estimation;Gladiolus communis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36567;estimation;Gladiolus illyricus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36569;estimation;Gladiolus imbricatus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36576;estimation;Gladiolus palustris;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36597;estimation;Iris aphylla;semi-rosette ;1;BIOLFLOR database;
36614;estimation;Iris germanica;semi-rosette ;1;BIOLFLOR database;
36621;estimation;Iris graminea;semi-rosette ;1;BIOLFLOR database;
36640;estimation;Iris x lurida;semi-rosette ;1;BIOLFLOR database;
36654;estimation;Iris pallida;semi-rosette ;1;BIOLFLOR database;
36664;estimation;Iris pseudacorus;semi-rosette ;1;BIOLFLOR database;
36669;estimation;Iris pumila;semi-rosette ;1;BIOLFLOR database;
36687;estimation;Iris sibirica;semi-rosette ;1;BIOLFLOR database;
36693;estimation;Iris spuria;semi-rosette ;1;BIOLFLOR database;
36717;estimation;Iris variegata;semi-rosette ;1;BIOLFLOR database;
36721;estimation;Iris versicolor;semi-rosette ;1;BIOLFLOR database;
36784;estimation;Hieracium oxyodon;semi-rosette ;1;BIOLFLOR database;
36801;estimation;Sisyrinchium bermudiana;semi-rosette ;1;BIOLFLOR database;
36806;estimation;Hieracium sparsiramum;semi-rosette ;1;BIOLFLOR database;
36888;estimation;Eleocharis parvula;leaves distributed regularly along the stem ;1;BIOLFLOR database;
36931;estimation;Hieracium dollineri;semi-rosette ;1;BIOLFLOR database;
37053;estimation;Scirpus litoralis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
37054;estimation;Scirpus maritimus;semi-rosette ;1;BIOLFLOR database;
37055;estimation;Scirpus mucronatus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
37062;estimation;Scirpus radicans;semi-rosette ;1;BIOLFLOR database;
37063;estimation;Scirpus setaceus;leaves distributed regularly along the stem ;1;BIOLFLOR database;
37065;estimation;Scirpus supinus;semi-rosette ;1;BIOLFLOR database;
37067;estimation;Scirpus sylvaticus;semi-rosette ;1;BIOLFLOR database;
37116;estimation;Eleocharis multicaulis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
37118;estimation;Eleocharis ovata;leaves distributed regularly along the stem ;1;BIOLFLOR database;
37120;estimation;Eleocharis palustris;leaves distributed regularly along the stem ;1;BIOLFLOR database;
37127;estimation;Eleocharis uniglumis;leaves distributed regularly along the stem ;1;BIOLFLOR database;
37137;estimation;Eriophorum gracile;semi-rosette ;1;BIOLFLOR database;
37138;estimation;Hieracium harzianum;semi-rosette ;1;BIOLFLOR database;
37141;estimation;Eriophorum scheuchzeri;semi-rosette ;1;BIOLFLOR database;
37150;estimation;Kobresia myosuroides;semi-rosette ;1;BIOLFLOR database;
34660;estimation;Staphylea pinnata;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34664;estimation;Tilia cordata;leaves distributed regularly along the stem ;1;BIOLFLOR database;
34689;estimation;Trapa natans;semi-rosette ;1;BIOLFLOR database;
