The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", sbs_sbsname "SBS name", m_methodname "general method", dia_name "diaspore type", diglv_genname "gen. diaspore type", ref_refname "reference", seslv_name "seed structure", seglv_name "gen. seed structure", mdu_ishooked "seed structure hooked", mdu_valid "valid", or_origrefname "original reference", mdu_comment "general comment" FROM (SELECT mdu_m.mdu_ishooked, sbs.sbs_sbsnumber, sbs.sbs_sbsname, mdu_m.m_methodname, mdu_m.dia_name, mdu_m.diglv_genname, mdu_m.ref_refname, mdu_m.seslv_name, mdu_m.seglv_name, mdu_m.mdu_valid, mdu_m.or_origrefname, mdu_m.mdu_comment, mdu_m.mdu_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT mdu_dialv.mdu_sbsnumber, mdu_dialv.mdu_ishooked, m.m_methodname, mdu_dialv.dia_name, mdu_dialv.diglv_genname, mdu_dialv.ref_refname, mdu_dialv.seslv_name, mdu_dialv.seglv_name, mdu_dialv.mdu_valid, mdu_dialv.or_origrefname, mdu_dialv.mdu_comment FROM (SELECT mdu_diglv.mdu_sbsnumber, mdu_diglv.mdu_ishooked, mdu_diglv.mdu_methodid, dialv.dia_name, mdu_diglv.diglv_genname, mdu_diglv.ref_refname, mdu_diglv.seslv_name, mdu_diglv.seglv_name, mdu_diglv.mdu_valid, mdu_diglv.or_origrefname, mdu_diglv.mdu_comment FROM (SELECT r_mdu.mdu_sbsnumber, r_mdu.mdu_ishooked, r_mdu.mdu_methodid, r_mdu.mdu_diasporemorphid, diglv.diglv_genname, r_mdu.ref_refname, r_mdu.seslv_name, r_mdu.seglv_name, r_mdu.mdu_valid, r_mdu.or_origrefname, r_mdu.mdu_comment FROM (SELECT mdu_seslv.mdu_sbsnumber, mdu_seslv.mdu_ishooked, mdu_seslv.mdu_methodid, mdu_seslv.mdu_diasporemorphid, mdu_seslv.mdu_gendiamorphid, r.ref_refname, mdu_seslv.seslv_name, mdu_seslv.seglv_name, mdu_seslv.mdu_valid, mdu_seslv.or_origrefname, mdu_seslv.mdu_comment FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT mdu_seglv.mdu_sbsnumber, mdu_seglv.mdu_ishooked, mdu_seglv.mdu_methodid, mdu_seglv.mdu_diasporemorphid, mdu_seglv.mdu_gendiamorphid, mdu_seglv.mdu_referenceid, seslv.seslv_name, mdu_seglv.seglv_name, mdu_seglv.mdu_valid, mdu_seglv.or_origrefname, mdu_seglv.mdu_comment FROM (SELECT mdu_orf.mdu_sbsnumber, mdu_orf.mdu_ishooked, mdu_orf.mdu_methodid, mdu_orf.mdu_diasporemorphid, mdu_orf.mdu_gendiamorphid, mdu_orf.mdu_referenceid, mdu_orf.mdu_seedstructureid, seglv.seglv_name, mdu_orf.mdu_valid, mdu_orf.or_origrefname, mdu_orf.mdu_comment FROM (SELECT mdu.mdu_sbsnumber, mdu.mdu_ishooked, mdu.mdu_methodid, mdu.mdu_diasporemorphid, mdu.mdu_gendiamorphid, mdu.mdu_referenceid, mdu.mdu_seedstructureid, mdu.mdu_genseedstructureid, mdu.mdu_valid, orf.or_origrefname, mdu.mdu_comment FROM (SELECT sbsnumber AS mdu_sbsnumber, ishooked AS mdu_ishooked, methodid AS mdu_methodid, diasporemorphologyid AS mdu_diasporemorphid, gendiasporemorphologyid AS mdu_gendiamorphid, referenceid AS mdu_referenceid, seedstructureid AS mdu_seedstructureid, genseedstructureid AS mdu_genseedstructureid, valid AS mdu_valid, origreferenceid AS mdu_origreferenceid, p_comment AS mdu_comment FROM (SELECT sbsnumber, taxonid, referenceid, origreferenceid, batchid, methodid, p_comment, seedstructureid, seedstructureid - MOD(seedstructureid,10) AS genseedstructureid, ishooked as ishookedid,
CASE ishooked WHEN 0 THEN 'not hooked' WHEN 1 THEN 'hooked' ELSE 'unknown' END AS ishooked, diasporemorphologyid, diasporemorphologyid - MOD(diasporemorphologyid,10) AS gendiasporemorphologyid, 
created_when, updated_when, valid, validsince, validuntil, ledaid, morphologyofdispersalunitid FROM MORPHOLOGYOFDISPERSALUNIT NATURAL JOIN TAXONTOSBSASSIGNMENT WHERE valid IN (-1, 0))) mdu FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON mdu.mdu_origreferenceid = orf.or_origrefid) mdu_orf FULL JOIN (SELECT seedstructureid AS seglv_id, genseedstructurename AS seglv_name FROM (select a.seedstructureid, b.seedstructurecode as genseedstructurecode, b.seedstructurename as genseedstructurename from seedstructure_lv a join seedstructure_lv b on b.seedstructureid = a.seedstructureid - MOD(a.seedstructureid,10)
)) seglv ON mdu_orf.mdu_genseedstructureid = seglv.seglv_id) mdu_seglv FULL JOIN (SELECT seedstructureid AS seslv_id, seedstructurename AS seslv_name FROM (select seedstructureid, seedstructurecode, seedstructurename from seedstructure_lv)) seslv ON mdu_seglv.mdu_seedstructureid = seslv.seslv_id) mdu_seslv ON r.ref_referenceid = mdu_seslv.mdu_referenceid) r_mdu LEFT JOIN (SELECT diasporemorphologyid AS diglv_genid, diasporemorphologyname AS diglv_genname FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) diglv ON r_mdu.mdu_gendiamorphid = diglv.diglv_genid) mdu_diglv LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON mdu_diglv.mdu_diasporemorphid = dialv.dia_id) mdu_dialv LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON mdu_dialv.mdu_methodid = m.m_methodid) mdu_m ON sbs.sbs_sbsnumber = mdu_m.mdu_sbsnumber)
on Mon Jul 14 15:48:35 CEST 2008 .

SBS number;SBS name;general method;diaspore type;gen. diaspore type;reference;seed structure;gen. seed structure;seed structure hooked;valid;original reference;general comment
23051;Gentianella campestris s. campestris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
18303;Sedum villosum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
27593;Rumex acetosa;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
27500;Portulaca grandiflora;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
13207;Descurainia sophia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
22958;Gentianella germanica;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
17881;Chenopodium opulifolium;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
22497;Quercus cerris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;; Seed structure: type 2
22480;Castanea sativa;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
22466;Quercus rubra;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
22457;Quercus robur;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;; Seed structure: type 2
17866;Chenopodium ficifolium;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
7695;Gnaphalium luteo-album;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;; Seed structure: pappus detaches easily
12544;Asperugo procumbens;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
11749;Impatiens glandulifera;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
931;Amaranthus retroflexus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
894;Amaranthus caudatus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;Diaspore type: type2
44547;Dryopteris remota;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
44546;Dryopteris expansa;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
44536;Dryopteris oreades;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
44528;Dryopteris affinis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
44510;Cystopteris alpina;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
44469;Asplenium trichomanes-ramosum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;;null
43844;Zea mays;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
3326;Carduus acanthoides;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;; Seed structure: pappus detaches easily
44854;Amaranthus powellii;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;Diaspore type: type2
45966;Thlaspi caerulescens;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
39246;Allium vineale;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
41788;Eragrostis tef;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
41786;Eragrostis minor;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;Diaspore type: Type 2: seed without glume
38843;Tofieldia pusilla;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
38841;Tofieldia calyculata;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Poschlod), E-Mail: Peter.Poschlod@biologie.uni-regensburg.de;No appendages, smooth surface;No appendages;unknown;0;;null
37602;Cyperus flavescens;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;;null
33325;Veronica alpina;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;;null
33282;Veronica triphyllos;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;No appendages, smooth surface;No appendages;unknown;0;;null
34347;Veronica scutellata;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;;null
30472;Sibbaldia procumbens;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, smooth surface;No appendages;unknown;0;;null
31858;Galium glaucum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
31829;Galium lucidum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
31817;Galium parisiense;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;; Seed structure: "both ""No app."" and hooks possible"
31750;Galium pumilum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
36244;Luzula sudetica;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
36209;Juncus trifidus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
36148;Juncus subnodulosus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
36128;Juncus bufonius;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Poschlod), E-Mail: Peter.Poschlod@biologie.uni-regensburg.de;No appendages, smooth surface;No appendages;unknown;0;;null
36081;Juncus gerardi;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
36061;Juncus inflexus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
36048;Juncus pygmaeus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
36042;Juncus capitatus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
36014;Juncus effusus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Poschlod), E-Mail: Peter.Poschlod@biologie.uni-regensburg.de;No appendages, smooth surface;No appendages;unknown;0;;null
36007;Juncus conglomeratus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Poschlod), E-Mail: Peter.Poschlod@biologie.uni-regensburg.de;No appendages, smooth surface;No appendages;unknown;0;;null
35974;Juncus acutiflorus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Poschlod), E-Mail: Peter.Poschlod@biologie.uni-regensburg.de;No appendages, smooth surface;No appendages;unknown;0;;null
35965;Juncus articulatus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
34175;Veronica fruticans;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;No appendages, smooth surface;No appendages;unknown;0;;null
34100;Veronica prostrata s. prostrata;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;No appendages, smooth surface;No appendages;unknown;0;;null
33829;Veronica dillenii;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
32774;Veronica anagallis-aquatica;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, smooth surface;No appendages;unknown;0;;null
32740;Veronica serpyllifolia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, smooth surface;No appendages;unknown;0;;null
32737;Veronica prostrata;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;No appendages, smooth surface;No appendages;unknown;0;;null
18845;Cuscuta epilinum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;Diaspore type: Type 1
17539;Saponaria officinalis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
17356;Cerastium glomeratum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
17304;Stellaria palustris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
17283;Silene latifolia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
17252;Silene noctiflora;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
20506;Lathyrus odoratus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
24144;Ajuga pyramidalis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
24142;Ajuga genevensis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
24023;Stachys sylvatica;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
20238;Euphorbia cyparissias;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
20227;Euphorbia esula;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
20206;Euphorbia exigua;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
29387;Potentilla crantzii;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Poschlod), E-Mail: Peter.Poschlod@biologie.uni-regensburg.de;No appendages, coarse surface;No appendages;unknown;0;;null
13905;Rorippa islandica;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
13904;Rorippa austriaca;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
13809;Sisymbrium strictissimum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
13691;Brassica nigra;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
15224;Campanula cervicaria;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
15223;Campanula cenisia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
20168;Euphorbia lathyris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
20109;Euphorbia peplus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
20091;Euphorbia platyphyllos;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
25533;Glaucium flavum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
20189;Euphorbia helioscopia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;; Seed structure: no elaiosom!
14991;Campanula thyrsoides;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;; Seed structure: flat diaspores
14841;Lobelia dortmanna;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
