The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", sfb_category "shoot growth form", sfb_branching "branching", sfb_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT sfb_m.sfb_category, sbs.sbs_sbsnumber, sfb_m.m_methodname, sbs.sbs_sbsname, sfb_m.sfb_branching, sfb_m.sfb_valid, sfb_m.ref_refname, sfb_m.or_origrefname, sfb_m.sfb_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_sfb.sfb_sbsnumber, r_sfb.sfb_category, m.m_methodname, r_sfb.sfb_branching, r_sfb.sfb_valid, r_sfb.ref_refname, r_sfb.or_origrefname FROM (SELECT sfb_orf.sfb_sbsnumber, sfb_orf.sfb_category, sfb_orf.sfb_methodid, sfb_orf.sfb_branching, sfb_orf.sfb_valid, r.ref_refname, sfb_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT sfb.sfb_sbsnumber, sfb.sfb_category, sfb.sfb_methodid, sfb.sfb_branching, sfb.sfb_valid, sfb.sfb_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS sfb_sbsnumber, shootformname AS sfb_category, methodid AS sfb_methodid, branchingtypename AS sfb_branching, valid AS sfb_valid, referenceid AS sfb_referenceid, origreferenceid AS sfb_origreferenceid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, shootformnameid, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, shootformname, case when branchingtypeid = 0 then 'unknown' when branchingtypeid = 1 then 'yes' when branchingtypeid = 2 then 'no' else NULL end as branchingtypename, shootformid 
from
(select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, shootformnameid, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, shootformid from shootform natural join taxontosbsassignment)
natural join
shootformname_lv WHERE valid IN (-2, 1))) sfb FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON sfb.sfb_origreferenceid = orf.or_origrefid) sfb_orf ON r.ref_referenceid = sfb_orf.sfb_referenceid) r_sfb LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_sfb.sfb_methodid = m.m_methodid) sfb_m ON sbs.sbs_sbsnumber = sfb_m.sfb_sbsnumber)
on Mon Apr 26 11:09:26 CEST 2010 .

SBS number;general method;SBS name;shoot growth form;branching;valid;reference;original reference
32781;derivation from photos or drawings;Veronica austriaca;Stem prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
32781;derivation from photos or drawings;Veronica austriaca;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
32793;derivation from photos or drawings;Veronica chamaedrys s. chamaedrys;Stem prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
32793;derivation from photos or drawings;Veronica chamaedrys s. chamaedrys;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
33829;derivation from photos or drawings;Veronica dillenii;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
33863;derivation from photos or drawings;Veronica beccabunga;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
33863;derivation from photos or drawings;Veronica beccabunga;Stem prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
30642;derivation from photos or drawings;Potentilla argentea;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
35630;derivation from photos or drawings;Alisma lanceolatum;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
36245;derivation from photos or drawings;Luzula multiflora;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
31699;derivation from photos or drawings;Galium sylvaticum;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
31724;derivation from photos or drawings;Galium uliginosum;Stem prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
31724;derivation from photos or drawings;Galium uliginosum;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
31750;derivation from photos or drawings;Galium pumilum;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
31769;derivation from photos or drawings;Galium saxatile;Stem prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
31769;derivation from photos or drawings;Galium saxatile;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
31782;derivation from photos or drawings;Galium mollugo;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
31813;derivation from photos or drawings;Galium palustre;Stem prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
31813;derivation from photos or drawings;Galium palustre;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
31917;derivation from photos or drawings;Galium boreale;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
31963;derivation from photos or drawings;Galium aristatum;Lianas and climbers;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
32080;derivation from photos or drawings;Asperula neilreichii;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
32204;derivation from photos or drawings;Galium verrucosum;Lianas and climbers;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
32329;derivation from photos or drawings;Asperula tinctoria;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
30327;derivation from photos or drawings;Potentilla neglecta;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
34825;derivation from photos or drawings;Valerianella dentata;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
34825;derivation from photos or drawings;Valerianella dentata;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
34347;derivation from photos or drawings;Veronica scutellata;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
33573;derivation from photos or drawings;Lindernia dubia;Stem ascending to prostrate ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
33324;derivation from photos or drawings;Veronica acinifolia;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
40163;derivation from photos or drawings;Festuca duvalii;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
40182;derivation from photos or drawings;Festuca nigrescens;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
40189;derivation from photos or drawings;Festuca rupicola;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
40532;derivation from photos or drawings;Agrostis canina;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
40789;derivation from photos or drawings;Festuca pallens;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
40866;derivation from photos or drawings;Aira caryophyllea;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
40867;derivation from photos or drawings;Alopecurus aequalis;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
35586;derivation from photos or drawings;Leucojum aestivum;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
38246;derivation from photos or drawings;Anthericum ramosum;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
38745;derivation from photos or drawings;Allium suaveolens;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
38767;derivation from photos or drawings;Anthericum liliago;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
41896;derivation from photos or drawings;Agrostis vinealis;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
42044;derivation from photos or drawings;Festuca patzkei;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
42148;derivation from photos or drawings;Brachypodium pinnatum subsp. rupestre;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
41305;derivation from photos or drawings;Festuca brevipila;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
35276;derivation from photos or drawings;Viola palustris;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
42699;derivation from photos or drawings;Poa subcaerulea;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
42764;derivation from photos or drawings;Stipa tirsa;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
41629;derivation from photos or drawings;Aira praecox;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
39121;derivation from photos or drawings;Fritillaria meleagris;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
39221;derivation from photos or drawings;Allium schoenoprasum;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
39243;derivation from photos or drawings;Allium ursinum;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
39246;derivation from photos or drawings;Allium vineale;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
39347;derivation from photos or drawings;Allium nigrum;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
39443;derivation from photos or drawings;Anacamptis pyramidalis;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
42284;derivation from photos or drawings;Festuca guestfalica;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
42303;derivation from photos or drawings;Festuca polesica;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
42305;derivation from photos or drawings;Festuca pratensis s. apennina;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
42306;derivation from photos or drawings;Festuca psammophila;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
42495;derivation from photos or drawings;Molinia caerulea;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
42957;derivation from photos or drawings;Stipa dasyphylla;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
42556;derivation from photos or drawings;Stipa pulcherrima;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
50012;derivation from photos or drawings;Erodium ballii;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
61197;derivation from photos or drawings;Leucanthemum ircutianum;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
59399;derivation from photos or drawings;Achillea pratensis;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
60849;derivation from photos or drawings;Alchemilla vulgaris;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
39943;derivation from photos or drawings;Liparis loeselii;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
3024;derivation from photos or drawings;Anthemis arvensis;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
3024;derivation from photos or drawings;Anthemis arvensis;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
3171;derivation from photos or drawings;Carlina acaulis;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
3187;derivation from photos or drawings;Achillea roseo-alba;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
3252;derivation from photos or drawings;Cirsium acaule;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
3512;derivation from photos or drawings;Achillea collina;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
3539;derivation from photos or drawings;Aster tripolium;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
3719;derivation from photos or drawings;Filaginella uliginosa;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
3719;derivation from photos or drawings;Filaginella uliginosa;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
3848;derivation from photos or drawings;Anthemis ruthenica;Stem ascending to prostrate ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
44204;derivation from photos or drawings;Hieracium racemosum;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
44217;derivation from photos or drawings;Hieracium pseudocorymbosum;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
44218;derivation from photos or drawings;Hieracium sabaudum;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
1514;derivation from photos or drawings;Angelica archangelica;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
1518;derivation from photos or drawings;Angelica palustris;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
1621;derivation from photos or drawings;Peucedanum cervaria;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
1909;derivation from photos or drawings;Bupleurum falcatum;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
2070;derivation from photos or drawings;Peucedanum oreoselinum;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
2071;derivation from photos or drawings;Peucedanum palustre;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
624;derivation from photos or drawings;Pinus sylvestris;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
670;derivation from photos or drawings;Picea abies;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
1092;derivation from photos or drawings;Selinum carvifolia;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
4249;derivation from photos or drawings;Centaurea rhenana;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
4304;derivation from photos or drawings;Anthemis austriaca;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
5009;derivation from photos or drawings;Cotula coronopifolia;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
5009;derivation from photos or drawings;Cotula coronopifolia;Stem prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
5321;derivation from photos or drawings;Achillea pannonica;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
5888;derivation from photos or drawings;Filago vulgaris;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
5941;derivation from photos or drawings;Achillea setacea;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
12594;derivation from photos or drawings;Anchusa azurea;Stem erect ;;1;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
12790;derivation from photos or drawings;Erophila verna s. verna;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
8244;derivation from photos or drawings;Inula hirta;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
8741;derivation from photos or drawings;Inula britannica;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
9235;derivation from photos or drawings;Taraxacum Sec. Erythrosperma;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
9380;derivation from photos or drawings;Taraxacum Sec. Alpestria;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
9499;derivation from photos or drawings;Taraxacum Sec. Alpina;Stem erect ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
9565;derivation from photos or drawings;Matricaria maritima;Stem ascending to prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
9565;derivation from photos or drawings;Matricaria maritima;Stem prostrate ;;1;BIOPOP April 2005;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands
