The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", dtlv_name "dispersal type", dvlv_name "dispersal vector", dvglv_genname "gen. dispersal vector", dglv_genname "gen. dispersal type", byc_avgsingle "BYC avg. float. cap. (sv) [%]" FROM (SELECT ROUND(AVG(byc_singlevalue),2) AS byc_avgsingle, sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname FROM (SELECT case when byc_median is not null then byc_median when byc_mean is not null then byc_mean when byc_minimum is not null and byc_maximum is not null then (byc_minimum + byc_maximum) / 2 when byc_minimum is not null then byc_minimum when byc_maximum is not null then byc_maximum else null end AS byc_singlevalue, sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname FROM (SELECT sbs_dis.sbs_sbsnumber, sbs_dis.sbs_sbsname, sbs_dis.dtlv_name, sbs_dis.dvlv_name, sbs_dis.dvglv_genname, sbs_dis.dglv_genname, byc.byc_median, byc.byc_mean, byc.byc_minimum, byc.byc_maximum FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, dis_dtlv.dtlv_name, dis_dtlv.dvlv_name, dis_dtlv.dvglv_genname, dis_dtlv.dglv_genname FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs LEFT JOIN (SELECT dis_dvlv.dis_sbsnumber, dtlv.dtlv_name, dis_dvlv.dvlv_name, dis_dvlv.dvglv_genname, dis_dvlv.dglv_genname FROM (SELECT dis_dvglv.dis_sbsnumber, dis_dvglv.dis_dtid, dvlv.dvlv_name, dis_dvglv.dvglv_genname, dis_dvglv.dglv_genname FROM (SELECT dis_dtglv.dis_sbsnumber, dis_dtglv.dis_dtid, dis_dtglv.dis_dvid, dvglv.dvglv_genname, dis_dtglv.dglv_genname FROM (SELECT dis.dis_sbsnumber, dis.dis_dtid, dis.dis_dvid, dis.dis_gendvid, dtglv.dglv_genname FROM (SELECT sbsnumber AS dis_sbsnumber, dispersaltypeid AS dis_dtid, dispersalvectorid AS dis_dvid, gendispvectorid AS dis_gendvid, gendisptypeid AS dis_gendtid FROM (SELECT sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, p_comment, dispersalunitid, dispersaltypeid, dispersalvectorid, dispersalunitid - mod(dispersalunitid,10) as gendispunitid, dispersaltypeid - mod(dispersaltypeid,10) as gendisptypeid, dispersalvectorid - mod(dispersalvectorid,100) as gendispvectorid, created_when, updated_when, valid, validsince, validuntil, ledaid, dispersalid FROM dispersal NATURAL JOIN taxontosbsassignment)) dis FULL JOIN (SELECT dispersaltypeid AS dglv_genid, dispersaltypename AS dglv_genname FROM (select dispersaltypeid, dispersaltypename, generaliseddispersaltype, explanation, case when lddid = 0 then 'no' when lddid = 1 then 'yes' else 'unknown' end as dispersaltypelddpotential from dispersaltype_lv)) dtglv ON dis.dis_gendtid = dtglv.dglv_genid) dis_dtglv FULL JOIN (SELECT dispersalvectorid AS dvglv_genid, dispersalvectorname AS dvglv_genname FROM (select dispersalvectorid, dispersalvectorname, longdistancedispersal from dispersalvector_lv)) dvglv ON dis_dtglv.dis_gendvid = dvglv.dvglv_genid) dis_dvglv FULL JOIN (SELECT dispersalvectorid AS dvlv_id, dispersalvectorname AS dvlv_name FROM (select dispersalvectorid, dispersalvectorname, case when longdistancedispersal = 1 then 'yes' when longdistancedispersal = 0 then 'no' else 'unknown' end as longdistancedispersal from dispersalvector_lv)) dvlv ON dis_dvglv.dis_dvid = dvlv.dvlv_id) dis_dvlv FULL JOIN (SELECT dispersaltypeid AS dtlv_id, dispersaltypename AS dtlv_name FROM (select dispersaltypeid, dispersaltypename, generaliseddispersaltype, explanation, case when lddid = 0 then 'no' when lddid = 1 then 'yes' else 'unknown' end as dispersaltypelddpotential from dispersaltype_lv)) dtlv ON dis_dvlv.dis_dtid = dtlv.dtlv_id) dis_dtlv ON sbs.sbs_sbsnumber = dis_dtlv.dis_sbsnumber) sbs_dis LEFT JOIN (SELECT sbsnumber AS byc_sbsnumber, median AS byc_median, mean AS byc_mean, minimum AS byc_minimum, maximum AS byc_maximum, valid AS byc_valid FROM (select SBSNUMBER, DISPERSALMEASUREMENTID, TIMESTEPMINUTES, TIMESTEPINTERVAL || ' - ' || TIMESTEPNAME AS TIMESTEPCODEANDNAME, N, REPLICATES, MEAN, MEDIAN, MINIMUM, MAXIMUM, STDDEVIATION, STDERROR, P_COMMENT, CREATED_WHEN, UPDATED_WHEN, BATCHID, UPDATEDWHO, REFERENCEID, METHODID, TAXONID, ORIGREFERENCEID, HABITATTYPEID, GEOREFID, VALID, VALIDSINCE, VALIDUNTIL, LEDAID, DISPERSALID, DISPERSALPOTENTIAL, ORIGINALDISPERSALVECTORVALUE, DISPERSALVECTORID, dispersalvectorid - mod(dispersalvectorid,100) as gendispvectorid, DISPERSALTYPEID, dispersaltypeid - mod(dispersaltypeid,10) as gendisptypeid,
DISPERSALUNITID, dispersalunitid - mod(dispersalunitid,10) as gendispersalunitid from timestep_lv natural right join (SELECT SBSNUMBER, DISPERSALMEASUREMENTID, TIMESTEPINMINUTES as timestepminutes, N, REPLICATES, MEAN, MEDIAN, MINIMUM, MAXIMUM, STDDEVIATION, STDERROR, P_COMMENT, CREATED_WHEN, UPDATED_WHEN, BATCHID, UPDATEDWHO, REFERENCEID, METHODID, TAXONID, ORIGREFERENCEID, HABITATTYPEID, GEOREFID, VALID, VALIDSINCE, VALIDUNTIL, LEDAID, DISPERSALID, DISPERSALPOTENTIAL, ORIGINALDISPERSALVECTORVALUE, DISPERSALVECTORID, ORIGINALDISPERSALTYPEVALUE, DISPERSALTYPEID, DISPERSALUNITID FROM buoyancy_dispersal natural join taxontosbsassignment)
 WHERE valid IN (-2, 1, 2, -8, 2, -8))) byc ON sbs_dis.sbs_sbsnumber = byc.byc_sbsnumber)) GROUP BY sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname) ORDER BY sbs_sbsname
on Fri Feb 05 10:05:29 CET 2010 .

SBS name;SBS number;dispersal type;dispersal vector;gen. dispersal vector;gen. dispersal type;BYC avg. float. cap. (sv) [%]
Isatis tinctoria;14558;meteorochor;;;meteorochor;50
Isatis tinctoria;14558;nautochor;water;water;nautochor;50
Isatis tinctoria;14558;nautochor;;;nautochor;50
Isatis tinctoria;14558;speirochor;;;hemerochor;50
Isoetes duriei;44397;;;;;
Isoetes echinospora;216;;;;;
Isoetes histrix;226;;;;;
Isoetes lacustris;229;;;;;
Isoetes setacea;231;;;;;
Isolepis pseudosetacea;62405;;;;;
Isopyrum thalictroides;27101;;;;;
Iva xanthifolia;8135;dysochor;   ant;invertebrates;zoochor;
Iva xanthifolia;8135;endozoochor;domestic animal;domestic animal;zoochor;
Iva xanthifolia;8135;epizoochor;;;zoochor;
Iva xanthifolia;8135;nautochor;;;nautochor;
Ixia paniculata;36726;;;;;
Jasione laevis;14870;epizoochor;   cattle;domestic animal;zoochor;90
Jasione laevis;14870;epizoochor;   sheep;domestic animal;zoochor;90
Jasione laevis;14870;nautochor;   shaken fresh water;water;nautochor;90
Jasione montana;14880;boleochor;;;autochor;90.69
Jasione montana;14880;epizoochor;   cattle;domestic animal;zoochor;90.69
Jasione montana;14880;epizoochor;   sheep;domestic animal;zoochor;90.69
Jasione montana;14880;ethelochor;   commerce;man;hemerochor;90.69
Jasione montana;14880;nautochor;   shaken fresh water;water;nautochor;90.69
Jasione montana;14880;nautochor;water;water;nautochor;90.69
Jasminum fruticans;26405;;;;;
Jasminum nudiflorum;26408;endozoochor;bird;bird;zoochor;
Jasminum officinale;26410;;;;;
Jasonia tuberosa;8458;;;;;
Jonopsidium acaule;14048;;;;;
Jovibarba globifera;46120;autochor;;;autochor;
Jovibarba globifera;46120;epizoochor;;;zoochor;
Jovibarba globifera s. allionii;46127;;;;;
Jovibarba globifera s. arenaria;46130;;;;;
Jovibarba globifera s. hirta;46125;;;;;
Jovibarba globifera subsp. globifera;46122;;;;;
Juglans cinerea;23151;;;;;
Juglans nigra;23152;;;;;
Juglans regia;23153;agochor;man;man;hemerochor;
Juglans regia;23153;dysochor;   beech marten;big mammal in the wild;zoochor;
Juglans regia;23153;dysochor;   dormouse;small mammal in the wild;zoochor;
Juglans regia;23153;dysochor;   mouse;small mammal in the wild;zoochor;
Juglans regia;23153;dysochor;   squirrel;small mammal in the wild;zoochor;
Juglans regia;23153;dysochor;bird;bird;zoochor;
Juglans regia;23153;ethelochor;;;hemerochor;
Juglans regia;23153;hemerochor;;;hemerochor;
Juncus acutiflorus;35974;agochor;   car or other vehicle;man;hemerochor;100
Juncus acutiflorus;35974;agochor;   hay making machinery;man;hemerochor;100
Juncus acutiflorus;35974;boleochor;;;autochor;100
Juncus acutiflorus;35974;endozoochor;   cattle;domestic animal;zoochor;100
Juncus acutiflorus;35974;endozoochor;   hare;big mammal in the wild;zoochor;100
Juncus acutiflorus;35974;endozoochor;   rabbit;big mammal in the wild;zoochor;100
Juncus acutiflorus;35974;endozoochor;   sheep;domestic animal;zoochor;100
Juncus acutiflorus;35974;endozoochor;domestic animal;domestic animal;zoochor;100
Juncus acutiflorus;35974;epizoochor;bird;bird;zoochor;100
Juncus acutiflorus;35974;epizoochor;;;zoochor;100
Juncus acutiflorus;35974;meteorochor;;;meteorochor;100
Juncus acutiflorus;35974;nautochor;   shaken fresh water;water;nautochor;100
Juncus acutus;36155;epizoochor;bird;bird;zoochor;
Juncus alpinus s. alpinus;35907;boleochor;;;autochor;
Juncus alpinus s. alpinus;35907;meteorochor;;;meteorochor;
Juncus alpinus s. nodulosus;35955;;;;;
Juncus anceps;35959;boleochor;;;autochor;
Juncus anceps;35959;meteorochor;;;meteorochor;
Juncus arcticus;35944;boleochor;;;autochor;
Juncus arcticus;35944;other;;;other;
Juncus articulatus;35965;boleochor;;;autochor;86.22
Juncus articulatus;35965;endozoochor;   deer;big game;zoochor;86.22
Juncus articulatus;35965;endozoochor;   hare;big mammal in the wild;zoochor;86.22
Juncus articulatus;35965;endozoochor;   mammal;big mammal in the wild;zoochor;86.22
Juncus articulatus;35965;endozoochor;   rabbit;big mammal in the wild;zoochor;86.22
Juncus articulatus;35965;endozoochor;domestic animal;domestic animal;zoochor;86.22
Juncus articulatus;35965;epizoochor;   clothes and footwear;man;zoochor;86.22
Juncus articulatus;35965;epizoochor;bird;bird;zoochor;86.22
Juncus articulatus;35965;epizoochor;;;zoochor;86.22
Juncus articulatus;35965;nautochor;   shaken fresh water;water;nautochor;86.22
Juncus articulatus;35965;nautochor;   standing fresh water;water;nautochor;86.22
Juncus articulatus;35965;nautochor;water;water;nautochor;86.22
Juncus articulatus;35965;nautochor;;;nautochor;86.22
Juncus atratus;35939;epizoochor;   cattle;domestic animal;zoochor;99.71
Juncus atratus;35939;epizoochor;   sheep;domestic animal;zoochor;99.71
Juncus atratus;35939;epizoochor;;;zoochor;99.71
Juncus atratus;35939;nautochor;   shaken fresh water;water;nautochor;99.71
Juncus balticus;35943;boleochor;;;autochor;93
Juncus balticus;35943;epizoochor;;;zoochor;93
Juncus balticus;35943;nautochor;   shaken fresh water;water;nautochor;93
Juncus balticus;35943;nautochor;water;water;nautochor;93
Juncus biglumis;35947;endozoochor;domestic animal;domestic animal;zoochor;
Juncus biglumis;35947;nautochor;;;nautochor;
Juncus bufonius;36128;agochor;   car or other vehicle;man;hemerochor;65
Juncus bufonius;36128;agochor;   hay making machinery;man;hemerochor;65
Juncus bufonius;36128;agochor;;;hemerochor;65
Juncus bufonius;36128;boleochor;;;autochor;65
Juncus bufonius;36128;endozoochor;   cattle;domestic animal;zoochor;65
Juncus bufonius;36128;endozoochor;   horse;domestic animal;zoochor;65
Juncus bufonius;36128;endozoochor;   rabbit;big mammal in the wild;zoochor;65
Juncus bufonius;36128;endozoochor;   sheep;domestic animal;zoochor;65
Juncus bufonius;36128;endozoochor;domestic animal;domestic animal;zoochor;65
Juncus bufonius;36128;epizoochor;   cattle;domestic animal;zoochor;65
Juncus bufonius;36128;epizoochor;   clothes and footwear;man;zoochor;65
Juncus bufonius;36128;epizoochor;   donkey;domestic animal;zoochor;65
Juncus bufonius;36128;epizoochor;   horse;domestic animal;zoochor;65
Juncus bufonius;36128;epizoochor;   mouse;small mammal in the wild;zoochor;65
Juncus bufonius;36128;epizoochor;   pig;domestic animal;zoochor;65
Juncus bufonius;36128;epizoochor;bird;bird;zoochor;65
Juncus bufonius;36128;nautochor;   standing fresh water;water;nautochor;65
Juncus bufonius;36128;nautochor;water;water;nautochor;65
Juncus bufonius;36128;nautochor;;;nautochor;65
Juncus bulbosus;36026;boleochor;;;autochor;100
Juncus bulbosus;36026;endozoochor;   deer;big game;zoochor;100
Juncus bulbosus;36026;endozoochor;   hare;big mammal in the wild;zoochor;100
Juncus bulbosus;36026;endozoochor;   rabbit;big mammal in the wild;zoochor;100
Juncus bulbosus;36026;endozoochor;bird;bird;zoochor;100
Juncus bulbosus;36026;epizoochor;;;zoochor;100
Juncus bulbosus;36026;nautochor;   shaken fresh water;water;nautochor;100
Juncus bulbosus;36026;nautochor;;;nautochor;100
Juncus canadensis;36040;boleochor;;;autochor;
Juncus capitatus;36042;boleochor;;;autochor;93.75
Juncus capitatus;36042;epizoochor;bird;bird;zoochor;93.75
Juncus capitatus;36042;epizoochor;;;zoochor;93.75
Juncus capitatus;36042;nautochor;   shaken fresh water;water;nautochor;93.75
Juncus capitatus;36042;nautochor;water;water;nautochor;93.75
Juncus castaneus;35925;meteorochor;;;meteorochor;
Juncus compressus;36003;boleochor;;;autochor;50
Juncus compressus;36003;endozoochor;;;zoochor;50
Juncus compressus;36003;epizoochor;   cattle;domestic animal;zoochor;50
Juncus compressus;36003;epizoochor;   sheep;domestic animal;zoochor;50
Juncus compressus;36003;epizoochor;;;zoochor;50
Juncus compressus;36003;nautochor;water;water;nautochor;50
Juncus conglomeratus;36007;boleochor;;;autochor;93.63
Juncus conglomeratus;36007;epizoochor;;;zoochor;93.63
Juncus conglomeratus;36007;nautochor;   shaken fresh water;water;nautochor;93.63
Juncus conglomeratus;36007;nautochor;water;water;nautochor;93.63
Juncus dudleyi;36013;;;;;
Juncus effusus;36014;agochor;   car or other vehicle;man;hemerochor;69.05
Juncus effusus;36014;agochor;   hay making machinery;man;hemerochor;69.05
Juncus effusus;36014;agochor;;;hemerochor;69.05
Juncus effusus;36014;boleochor;;;autochor;69.05
Juncus effusus;36014;endozoochor;   cattle;domestic animal;zoochor;69.05
Juncus effusus;36014;endozoochor;   deer;big game;zoochor;69.05
Juncus effusus;36014;endozoochor;   hare;big mammal in the wild;zoochor;69.05
Juncus effusus;36014;endozoochor;   rabbit;big mammal in the wild;zoochor;69.05
Juncus effusus;36014;endozoochor;   sheep;domestic animal;zoochor;69.05
Juncus effusus;36014;endozoochor;domestic animal;domestic animal;zoochor;69.05
Juncus effusus;36014;endozoochor;;;zoochor;69.05
Juncus effusus;36014;epizoochor;   cattle;domestic animal;zoochor;69.05
Juncus effusus;36014;epizoochor;   clothes and footwear;man;zoochor;69.05
Juncus effusus;36014;epizoochor;   donkey;domestic animal;zoochor;69.05
Juncus effusus;36014;epizoochor;   horse;domestic animal;zoochor;69.05
Juncus effusus;36014;epizoochor;   pig;domestic animal;zoochor;69.05
Juncus effusus;36014;epizoochor;   sheep;domestic animal;zoochor;69.05
Juncus effusus;36014;epizoochor;bird;bird;zoochor;69.05
Juncus effusus;36014;epizoochor;;;zoochor;69.05
Juncus effusus;36014;nautochor;   shaken fresh water;water;nautochor;69.05
Juncus effusus;36014;nautochor;   standing fresh water;water;nautochor;69.05
Juncus effusus;36014;nautochor;water;water;nautochor;69.05
Juncus effusus;36014;nautochor;;;nautochor;69.05
Juncus ensifolius;36022;boleochor;;;autochor;
Juncus ensifolius;36022;ethelochor;   commerce;man;hemerochor;
Juncus filiformis;36023;boleochor;;;autochor;99.5
Juncus filiformis;36023;endozoochor;domestic animal;domestic animal;zoochor;99.5
Juncus filiformis;36023;epizoochor;;;zoochor;99.5
Juncus filiformis;36023;nautochor;   shaken fresh water;water;nautochor;99.5
Juncus foliosus;36102;boleochor;;;autochor;
Juncus gerardi;36081;agochor;   car or other vehicle;man;hemerochor;93.75
Juncus gerardi;36081;boleochor;;;autochor;93.75
Juncus gerardi;36081;endozoochor;   cattle;domestic animal;zoochor;93.75
Juncus gerardi;36081;endozoochor;bird;bird;zoochor;93.75
Juncus gerardi;36081;endozoochor;domestic animal;domestic animal;zoochor;93.75
Juncus gerardi;36081;epizoochor;bird;bird;zoochor;93.75
Juncus gerardi;36081;nautochor;   shaken fresh water;water;nautochor;93.75
Juncus gerardi;36081;nautochor;water;water;nautochor;93.75
Juncus gerardi;36081;nautochor;;;nautochor;93.75
Juncus heterophyllus;36092;;;;;
Juncus hybridus;36094;;;;;
Juncus inflexus;36061;agochor;   car or other vehicle;man;hemerochor;50
Juncus inflexus;36061;agochor;;;hemerochor;50
Juncus inflexus;36061;boleochor;;;autochor;50
Juncus inflexus;36061;endozoochor;   rabbit;big mammal in the wild;zoochor;50
Juncus inflexus;36061;epizoochor;   pig;domestic animal;zoochor;50
Juncus inflexus;36061;epizoochor;bird;bird;zoochor;50
Juncus inflexus;36061;epizoochor;;;zoochor;50
Juncus inflexus;36061;nautochor;water;water;nautochor;50
Juncus jacquinii;36077;meteorochor;;;meteorochor;
Juncus maritimus;36160;boleochor;;;autochor;100
Juncus maritimus;36160;dysochor;   ant;invertebrates;zoochor;100
Juncus maritimus;36160;epizoochor;bird;bird;zoochor;100
Juncus maritimus;36160;epizoochor;;;zoochor;100
Juncus maritimus;36160;nautochor;   shaken fresh water;water;nautochor;100
Juncus maritimus;36160;nautochor;;;nautochor;100
Juncus minutulus;36164;;;;;
Juncus planifolius;36047;;;;;
Juncus pygmaeus;36048;boleochor;;;autochor;100
Juncus pygmaeus;36048;nautochor;   shaken fresh water;water;nautochor;100
Juncus pyrenaeus;36051;;;;;
Juncus ranarius;36052;boleochor;;;autochor;99.79
Juncus ranarius;36052;nautochor;   shaken fresh water;water;nautochor;99.79
Juncus requienii;36130;;;;;
Juncus sphaerocarpus;36141;;;;;
Juncus squarrosus;36142;boleochor;;;autochor;50
Juncus squarrosus;36142;endozoochor;   cattle;domestic animal;zoochor;50
Juncus squarrosus;36142;endozoochor;   deer;big game;zoochor;50
Juncus squarrosus;36142;endozoochor;   hare;big mammal in the wild;zoochor;50
Juncus squarrosus;36142;endozoochor;   rabbit;big mammal in the wild;zoochor;50
Juncus squarrosus;36142;endozoochor;   sheep;domestic animal;zoochor;50
Juncus squarrosus;36142;endozoochor;bird;bird;zoochor;50
Juncus squarrosus;36142;endozoochor;domestic animal;domestic animal;zoochor;50
Juncus squarrosus;36142;epizoochor;;;zoochor;50
Juncus squarrosus;36142;meteorochor;;;meteorochor;50
Juncus squarrosus;36142;nautochor;water;water;nautochor;50
Juncus striatus;36145;;;;;
Juncus stygius;36147;;;;;
Juncus subnodulosus;36148;boleochor;;;autochor;34
Juncus subnodulosus;36148;endozoochor;domestic animal;domestic animal;zoochor;34
Juncus subnodulosus;36148;epizoochor;;;zoochor;34
Juncus subnodulosus;36148;meteorochor;;;meteorochor;34
Juncus subnodulosus;36148;nautochor;   shaken fresh water;water;nautochor;34
Juncus subnodulosus;36148;nautochor;   standing fresh water;water;nautochor;34
Juncus subnodulosus;36148;nautochor;water;water;nautochor;34
Juncus subulatus;36107;;;;;
Juncus tenageia;36111;boleochor;;;autochor;
Juncus tenuis;36112;agochor;   car or other vehicle;man;hemerochor;
Juncus tenuis;36112;boleochor;;;autochor;
Juncus tenuis;36112;endozoochor;   deer;big game;zoochor;
Juncus tenuis;36112;endozoochor;domestic animal;domestic animal;zoochor;
Juncus tenuis;36112;epizoochor;   clothes and footwear;man;zoochor;
Juncus tenuis;36112;epizoochor;;;zoochor;
Juncus thomasii;36121;;;;;
Juncus trifidus;36209;boleochor;;;autochor;100
Juncus trifidus;36209;meteorochor;;;meteorochor;100
Juncus trifidus;36209;nautochor;   shaken fresh water;water;nautochor;100
Juncus trifidus;36209;nautochor;;;nautochor;100
Juncus trifidus s. monanthos;36211;;;;;
Juncus triglumis;36216;boleochor;;;autochor;
Juncus triglumis;36216;meteorochor;;;meteorochor;
Juniperus communis;741;;;;;
Juniperus communis subsp. alpina;44581;;;;;
Juniperus oxycedrus;701;;;;;
Juniperus sabina;711;;;;;
Juniperus thurifera;714;;;;;
Juniperus virginiana;715;;;;;
Jurinea cyanoides;6414;dysochor;   ant;invertebrates;zoochor;
Jurinea cyanoides;6414;epizoochor;;;zoochor;
Jurinea humilis;7638;;;;;
Jurinea mollis;7015;meteorochor;;;meteorochor;
Kalmia angustifolia;19496;;;;;
Kalmia polifolia;19497;;;;;
Kernera saxatilis;14059;boleochor;;;autochor;27.5
Kernera saxatilis;14059;nautochor;   shaken fresh water;water;nautochor;27.5
Kernera saxatilis;14059;nautochor;;;nautochor;27.5
Kernera saxatilis;14059;other;;;other;27.5
Kerria japonica;30016;autochor;;;autochor;
Kerria japonica;30016;epizoochor;;;zoochor;
Kickxia cirrhosa;33594;;;;;
Kickxia commutata;32764;;;;;
Kickxia elatine;33123;agochor;   car or other vehicle;man;hemerochor;
Kickxia elatine;33123;autochor;;;autochor;
Kickxia spuria;33129;agochor;;;hemerochor;
Kickxia spuria;33129;autochor;;;autochor;
Kickxia spuria;33129;blastochor;;;autochor;
Kitaibela vitifolia;25725;;;;;
Knautia arvensis;19058;agochor;   car or other vehicle;man;hemerochor;96.55
Knautia arvensis;19058;agochor;;;hemerochor;96.55
Knautia arvensis;19058;boleochor;;;autochor;96.55
Knautia arvensis;19058;dysochor;   ant;invertebrates;zoochor;96.55
Knautia arvensis;19058;dysochor;bird;bird;zoochor;96.55
Knautia arvensis;19058;endozoochor;bird;bird;zoochor;96.55
Knautia arvensis;19058;endozoochor;;;zoochor;96.55
Knautia arvensis;19058;epizoochor;   clothes and footwear;man;zoochor;96.55
Knautia arvensis;19058;epizoochor;;;zoochor;96.55
Knautia arvensis;19058;ethelochor;   commerce;man;hemerochor;96.55
Knautia arvensis;19058;nautochor;   shaken fresh water;water;nautochor;96.55
Knautia arvensis;19058;nautochor;water;water;nautochor;96.55
Knautia arvensis;19058;speirochor;;;hemerochor;96.55
Knautia arvernensis;19062;;;;;
Knautia basaltica;19073;;;;;
Knautia carinthiaca;19428;;;;;
Knautia dipsacifolia;19339;dysochor;   ant;invertebrates;zoochor;
Knautia dipsacifolia;19339;epizoochor;;;zoochor;
Knautia dipsacifolia subsp. gracilis;19367;;;;;
Knautia dipsacifolia subsp. sixtina;19157;;;;;
Knautia drymeia;19345;boleochor;;;autochor;
Knautia drymeia;19345;dysochor;   ant;invertebrates;zoochor;
Knautia drymeia subsp. intermedia;19322;;;;;
Knautia foreziensis;19357;;;;;
Knautia godetii;19365;;;;;
Knautia illyrica;19317;;;;;
Knautia kitaibelii;19330;dysochor;   ant;invertebrates;zoochor;
Knautia leucophaea;19275;;;;;
Knautia longifolia;19281;;;;;
Knautia maxima;59877;;;;;
Knautia mollis;19214;;;;;
Knautia slovaca;59878;;;;;
Knautia subcanescens;19106;;;;;
Knautia x norica;19096;;;;;
Kobresia myosuroides;37150;epizoochor;;;zoochor;
Kobresia simpliciuscula;37154;epizoochor;;;zoochor;
Koeleria cenisia;43707;;;;;
Koeleria delavignei;42452;;;;;
Koeleria eriostachya;43185;;;;;
Koeleria glauca;43022;epizoochor;   cattle;domestic animal;zoochor;74.14
Koeleria glauca;43022;epizoochor;   sheep;domestic animal;zoochor;74.14
Koeleria glauca;43022;epizoochor;;;zoochor;74.14
Koeleria glauca;43022;nautochor;   shaken fresh water;water;nautochor;74.14
Koeleria grandis;43710;;;;;
Koeleria hirsuta;42627;meteorochor;;;meteorochor;
Koeleria lobata;42830;;;;;
Koeleria macrantha;42831;agochor;   car or other vehicle;man;hemerochor;
Koeleria macrantha;42831;endozoochor;domestic animal;domestic animal;zoochor;
Koeleria macrantha;42831;epizoochor;   sheep-dummy;man;zoochor;
Koeleria macrantha;42831;epizoochor;;;zoochor;
Koeleria macrantha;42831;meteorochor;;;meteorochor;
Koeleria pyramidata;42453;agochor;;;hemerochor;
Koeleria pyramidata;42453;boleochor;;;autochor;
Koeleria pyramidata;42453;endozoochor;   sheep;domestic animal;zoochor;
Koeleria pyramidata;42453;epizoochor;   sheep;domestic animal;zoochor;
Koeleria pyramidata;42453;epizoochor;;;zoochor;
Koeleria pyramidata;42453;meteorochor;;;meteorochor;
Koeleria splendens;43711;;;;;
Koeleria vallesiana;42464;epizoochor;;;zoochor;
Koelreuteria paniculata;31693;;;;;
Koenigia islandica;27709;;;;;
Kosteletzkya pentacarpos;25727;;;;;
Krascheninnikovia ceratoides;17847;;;;;
Kundmannia sicula;1697;;;;;
Laburnum alpinum;21915;bythisochor;;;other;
Laburnum alpinum;21915;ethelochor;;;hemerochor;
Laburnum alpinum;21915;meteorochor;;;meteorochor;
Laburnum anagyroides;20994;agochor;;;hemerochor;
Laburnum anagyroides;20994;autochor;;;autochor;
Laburnum anagyroides;20994;bythisochor;;;other;
Laburnum anagyroides;20994;ethelochor;   commerce;man;hemerochor;
Laburnum anagyroides;20994;ethelochor;;;hemerochor;
Laburnum anagyroides;20994;meteorochor;;;meteorochor;
Lactuca perennis;6626;dysochor;   ant;invertebrates;zoochor;71.29
Lactuca perennis;6626;endozoochor;;;zoochor;71.29
Lactuca perennis;6626;epizoochor;   cattle;domestic animal;zoochor;71.29
Lactuca perennis;6626;epizoochor;   sheep;domestic animal;zoochor;71.29
Lactuca perennis;6626;epizoochor;;;zoochor;71.29
Lactuca perennis;6626;meteorochor;;;meteorochor;71.29
Lactuca perennis;6626;nautochor;   shaken fresh water;water;nautochor;71.29
Lactuca quercina;6509;dysochor;   ant;invertebrates;zoochor;
Lactuca quercina;6509;epizoochor;;;zoochor;
Lactuca saligna;7415;agochor;   car or other vehicle;man;hemerochor;
Lactuca saligna;7415;dysochor;   ant;invertebrates;zoochor;
Lactuca saligna;7415;epizoochor;domestic animal;domestic animal;zoochor;
Lactuca saligna;7415;epizoochor;;;zoochor;
Lactuca saligna;7415;meteorochor;;;meteorochor;
Lactuca saligna;7415;speirochor;   seed contamination;man;hemerochor;
Lactuca saligna;7415;speirochor;;;hemerochor;
Lactuca sativa;6510;dysochor;   ant;invertebrates;zoochor;
Lactuca sativa;6510;epizoochor;;;zoochor;
Lactuca sativa;6510;ethelochor;   commerce;man;hemerochor;
Lactuca sativa;6510;meteorochor;;;meteorochor;
Lactuca serriola;6360;agochor;   car or other vehicle;man;hemerochor;
Lactuca serriola;6360;agochor;;;hemerochor;
Lactuca serriola;6360;dysochor;   ant;invertebrates;zoochor;
Lactuca serriola;6360;epizoochor;   pig;domestic animal;zoochor;
Lactuca serriola;6360;epizoochor;;;zoochor;
Lactuca serriola;6360;meteorochor;;;meteorochor;
Lactuca serriola;6360;nautochor;;;nautochor;
Lactuca sibirica;7558;;;;;
Lactuca tatarica;7416;dysochor;   ant;invertebrates;zoochor;16.5
Lactuca tatarica;7416;epizoochor;;;zoochor;16.5
Lactuca tatarica;7416;meteorochor;;;meteorochor;16.5
Lactuca tatarica;7416;nautochor;   shaken fresh water;water;nautochor;16.5
Lactuca tenerrima;8967;;;;;
Lactuca viminea;6511;dysochor;   ant;invertebrates;zoochor;
Lactuca viminea;6511;epizoochor;;;zoochor;
Lactuca virosa;7940;dysochor;   ant;invertebrates;zoochor;
Lactuca virosa;7940;epizoochor;;;zoochor;
Lactuca virosa;7940;meteorochor;;;meteorochor;
