The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", ch_singlevalue "single value [m]", ch_n "sample size", ch_valid "valid", ref_refname "reference", ch_mean "mean CH [m]", ch_maximum "maximum CH [m]", ch_minimum "minimum CH [m]", ch_replicates "number of replicates", ch_stddev "standard deviation", ch_stderror "standard error", ch_collectiondate "collection date", or_origrefname "original reference", geo_countryname "country", sst_typename "external support structure" FROM (SELECT case when ch_median is not null then ch_median when ch_mean is not null then ch_mean when ch_minimum is not null and ch_maximum is not null then (ch_minimum + ch_maximum) / 2 when ch_minimum is not null then ch_minimum when ch_maximum is not null then ch_maximum else null end AS ch_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, ch_mean, ch_minimum, ch_maximum, ch_n, ch_valid, ref_refname, ch_replicates, ch_stddev, ch_stderror, ch_collectiondate, or_origrefname, geo_countryname, sst_typename, ch_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ch.m_methodname, m_ch.ch_median, m_ch.ch_mean, m_ch.ch_minimum, m_ch.ch_maximum, m_ch.ch_n, m_ch.ch_valid, m_ch.ref_refname, m_ch.ch_replicates, m_ch.ch_stddev, m_ch.ch_stderror, m_ch.ch_collectiondate, m_ch.or_origrefname, m_ch.geo_countryname, m_ch.sst_typename, m_ch.ch_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ch.ch_sbsnumber, m.m_methodname, r_ch.ch_median, r_ch.ch_mean, r_ch.ch_minimum, r_ch.ch_maximum, r_ch.ch_n, r_ch.ch_valid, r_ch.ref_refname, r_ch.ch_replicates, r_ch.ch_stddev, r_ch.ch_stderror, r_ch.ch_collectiondate, r_ch.or_origrefname, r_ch.geo_countryname, r_ch.sst_typename FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT ch_orf.ch_sbsnumber, ch_orf.ch_methodid, ch_orf.ch_median, ch_orf.ch_mean, ch_orf.ch_minimum, ch_orf.ch_maximum, ch_orf.ch_n, ch_orf.ch_valid, r.ref_refname, ch_orf.ch_replicates, ch_orf.ch_stddev, ch_orf.ch_stderror, ch_orf.ch_collectiondate, ch_orf.or_origrefname, ch_orf.geo_countryname, ch_orf.sst_typename FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ch_geo.ch_sbsnumber, ch_geo.ch_methodid, ch_geo.ch_median, ch_geo.ch_mean, ch_geo.ch_minimum, ch_geo.ch_maximum, ch_geo.ch_n, ch_geo.ch_valid, ch_geo.ch_referenceid, ch_geo.ch_replicates, ch_geo.ch_stddev, ch_geo.ch_stderror, ch_geo.ch_collectiondate, orf.or_origrefname, ch_geo.geo_countryname, ch_geo.sst_typename FROM (SELECT ch_sslv.ch_sbsnumber, ch_sslv.ch_methodid, ch_sslv.ch_median, ch_sslv.ch_mean, ch_sslv.ch_minimum, ch_sslv.ch_maximum, ch_sslv.ch_n, ch_sslv.ch_valid, ch_sslv.ch_referenceid, ch_sslv.ch_replicates, ch_sslv.ch_stddev, ch_sslv.ch_stderror, ch_sslv.ch_collectiondate, ch_sslv.ch_origreferenceid, geo.geo_countryname, ch_sslv.sst_typename FROM (SELECT ch.ch_sbsnumber, ch.ch_methodid, ch.ch_median, ch.ch_mean, ch.ch_minimum, ch.ch_maximum, ch.ch_n, ch.ch_valid, ch.ch_referenceid, ch.ch_replicates, ch.ch_stddev, ch.ch_stderror, ch.ch_collectiondate, ch.ch_origreferenceid, ch.ch_georeferenceid, sslv.sst_typename FROM (SELECT sbsnumber AS ch_sbsnumber, methodid AS ch_methodid, median AS ch_median, mean AS ch_mean, minimum AS ch_minimum, maximum AS ch_maximum, n AS ch_n, valid AS ch_valid, referenceid AS ch_referenceid, replicates AS ch_replicates, stddeviation AS ch_stddev, stderror AS ch_stderror, collectiondate AS ch_collectiondate, origreferenceid AS ch_origreferenceid, georefid AS ch_georeferenceid, supportstructuretypeid AS ch_structureid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, supportstructuretypeid, canopyheightid FROM canopyheight natural join taxontosbsassignment WHERE valid IN (-2, 1))) ch FULL JOIN (SELECT supportstructuretypeid AS sst_typeid, supportstructuretypename AS sst_typename FROM (select supportstructuretypeid, supportstructuretypename from supportstructuretype_lv)) sslv ON ch.ch_structureid = sslv.sst_typeid) ch_sslv FULL JOIN (SELECT georefid AS geo_georefid, countryname AS geo_countryname FROM (select * from georef_part)) geo ON ch_sslv.ch_georeferenceid = geo.geo_georefid) ch_geo FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ch_geo.ch_origreferenceid = orf.or_origrefid) ch_orf ON r.ref_referenceid = ch_orf.ch_referenceid) r_ch ON m.m_methodid = r_ch.ch_methodid) m_ch ON sbs.sbs_sbsnumber = m_ch.ch_sbsnumber)) ORDER BY sbs_sbsnumber
on Mon Jul 14 15:27:18 CEST 2008 .

SBS name;SBS number;general method;single value [m];sample size;valid;reference;mean CH [m];maximum CH [m];minimum CH [m];number of replicates;standard deviation;standard error;collection date;original reference;country;external support structure
Ludwigia palustris;26480;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ludwigia palustris;26480;derivation from photos or drawings;.225;;1;BIOPOP April 2005;;.3;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Oenothera ammophila;26491;laboratory/greenhouse/garden experiment;.44;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.51;.8;.31;;;;;;GERMANY;no
Epilobium montanum;26496;observation (like obvious taxonomical traits);.4;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium montanum;26496;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium montanum;26496;derivation from photos or drawings;.45;;1;BIOPOP April 2005;;.8;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Epilobium nutans;26501;derivation from photos or drawings;.125;;1;BIOPOP April 2005;;.2;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Epilobium obscurum;26502;observation (like obvious taxonomical traits);.45;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium obscurum;26502;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium obscurum;26502;derivation from photos or drawings;.8;;1;BIOPOP April 2005;;1;.6;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Epilobium palustre;26504;observation (like obvious taxonomical traits);.375;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium palustre;26504;derivation from photos or drawings;.3;;1;BIOPOP April 2005;;.5;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Epilobium palustre;26504;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium parviflorum;26505;observation (like obvious taxonomical traits);.45;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium parviflorum;26505;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium parviflorum;26505;derivation from photos or drawings;.55;;1;BIOPOP April 2005;;.8;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Epilobium roseum;26508;observation (like obvious taxonomical traits);.425;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.25;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium roseum;26508;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;;.25;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium roseum;26508;derivation from photos or drawings;.525;;1;BIOPOP April 2005;;.8;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Epilobium ciliatum;26518;observation (like obvious taxonomical traits);.75;;1;ECOFLORA - database of the ecological flora of the british isles;;.9;.6;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium ciliatum;26518;observation (like obvious taxonomical traits);.6;;1;ECOFLORA - database of the ecological flora of the british isles;;;.6;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium ciliatum;26518;derivation from photos or drawings;.9;;1;BIOPOP April 2005;;1.5;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Epilobium collinum;26520;derivation from photos or drawings;.25;;1;BIOPOP April 2005;;.4;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Epilobium dodonaei;26526;derivation from photos or drawings;.55;;1;BIOPOP April 2005;;.9;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Epilobium fleischeri;26533;derivation from photos or drawings;.275;;1;BIOPOP April 2005;;.35;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Epilobium hirsutum;26536;observation (like obvious taxonomical traits);1.15;;1;ECOFLORA - database of the ecological flora of the british isles;;1.5;.8;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium hirsutum;26536;derivation from photos or drawings;1.15;;1;BIOPOP April 2005;;1.5;.8;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Epilobium hirsutum;26536;observation (like obvious taxonomical traits);.8;;1;ECOFLORA - database of the ecological flora of the british isles;;;.8;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium lanceolatum;26540;observation (like obvious taxonomical traits);.4;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium lanceolatum;26540;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Epilobium lanceolatum;26540;derivation from photos or drawings;.45;;1;BIOPOP April 2005;;.6;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Thalictrum minus;26547;observation (like obvious taxonomical traits);.825;;1;ECOFLORA - database of the ecological flora of the british isles;;1.5;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Thalictrum minus;26547;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Thalictrum minus;26547;derivation from photos or drawings;.45;;1;BIOPOP April 2005;;.7;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Thalictrum morisonii;26553;derivation from photos or drawings;.95;;1;BIOPOP April 2005;;1.5;.4;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Thalictrum simplex;26562;derivation from photos or drawings;.35;;1;BIOPOP April 2005;;.5;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Thalictrum lucidum;26571;derivation from photos or drawings;.675;;1;BIOPOP April 2005;;.9;.45;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Trollius europaeus;26598;observation (like obvious taxonomical traits);.35;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Trollius europaeus;26598;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Trollius europaeus;26598;derivation from photos or drawings;.375;;1;BIOPOP April 2005;;.5;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus reptans;26623;observation (like obvious taxonomical traits);.125;;1;ECOFLORA - database of the ecological flora of the british isles;;.2;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus reptans;26623;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.3;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus reptans;26623;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus flammula;26624;observation (like obvious taxonomical traits);.29;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus flammula;26624;observation (like obvious taxonomical traits);.08;;1;ECOFLORA - database of the ecological flora of the british isles;;;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus flammula;26624;derivation from photos or drawings;.275;;1;BIOPOP April 2005;;.45;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus sardous;26637;observation (like obvious taxonomical traits);.275;;1;ECOFLORA - database of the ecological flora of the british isles;;.45;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus sardous;26637;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus sardous;26637;derivation from photos or drawings;.125;;1;BIOPOP April 2005;;.2;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Thalictrum alpinum;26671;observation (like obvious taxonomical traits);.115;;1;ECOFLORA - database of the ecological flora of the british isles;;.15;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Thalictrum alpinum;26671;observation (like obvious taxonomical traits);.08;;1;ECOFLORA - database of the ecological flora of the british isles;;;.08;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Thalictrum alpinum;26671;actual measurement (following LEDA data standards);.04;5;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.04;.06;.03;;;;;;NORWAY;unknown
Thalictrum aquilegiifolium;26672;derivation from photos or drawings;.675;;1;BIOPOP April 2005;;1;.35;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Thalictrum flavum;26674;observation (like obvious taxonomical traits);.75;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Thalictrum flavum;26674;derivation from photos or drawings;.55;;1;BIOPOP April 2005;;.8;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Thalictrum flavum;26674;observation (like obvious taxonomical traits);.5;;1;ECOFLORA - database of the ecological flora of the british isles;;;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus parviflorus;26692;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;.4;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus parviflorus;26692;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus tripartitus;26711;derivation from photos or drawings;.02;;1;BIOPOP April 2005;;.03;.01;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus sceleratus;26717;observation (like obvious taxonomical traits);.35;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus sceleratus;26717;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus sceleratus;26717;derivation from photos or drawings;.325;;1;BIOPOP April 2005;;.5;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus lanuginosus;26737;derivation from photos or drawings;.425;;1;BIOPOP April 2005;;.6;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus lingua;26743;observation (like obvious taxonomical traits);.85;;1;ECOFLORA - database of the ecological flora of the british isles;;1.2;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus lingua;26743;observation (like obvious taxonomical traits);.5;;1;ECOFLORA - database of the ecological flora of the british isles;;;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus lingua;26743;laboratory/greenhouse/garden experiment;.92;13;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.95;1.18;.79;;;;;;GERMANY;no
Ranunculus lingua;26743;derivation from photos or drawings;1;;1;BIOPOP April 2005;;1.5;.5;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus hederaceus;26758;derivation from photos or drawings;.205;;1;BIOPOP April 2005;;.4;.01;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus hybridus;26761;derivation from photos or drawings;.075;;1;BIOPOP April 2005;;.1;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus repens;26770;observation (like obvious taxonomical traits);.375;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus repens;26770;derivation from photos or drawings;.2;;1;BIOPOP April 2005;;.3;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus repens;26770;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus platanifolius;26778;derivation from photos or drawings;.55;;1;BIOPOP April 2005;;.8;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus platanifolius;26778;actual measurement (following LEDA data standards);.6;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.6;.7;.5;;;;;;GERMANY;no
Ranunculus ophioglossifolius;26792;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;.4;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus ophioglossifolius;26792;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus bulbosus;26809;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.25;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus ololeucos;26821;derivation from photos or drawings;.02;;1;BIOPOP April 2005;;.03;.01;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus omiophyllus;26822;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;.25;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus omiophyllus;26822;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus montanus;26836;derivation from photos or drawings;.125;;1;BIOPOP April 2005;;.2;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus muricatus;26837;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus muricatus;26837;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus ficaria;26860;observation (like obvious taxonomical traits);.175;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus ficaria;26860;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus ficaria;26860;derivation from photos or drawings;.125;;1;BIOPOP April 2005;;.2;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus aconitifolius;26864;derivation from photos or drawings;.2;;1;BIOPOP April 2005;;.3;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus acris;26865;unknown;.575;;1;BIOPOP April 2005;;1;.15;;;;;Harper, J. L. (1957): Biological flora of the British Isles: Ranunculus acris, R. repens, R. bulbosus.;;unknown
Ranunculus acris;26865;derivation from photos or drawings;.375;;1;BIOPOP April 2005;;.6;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus acris;26865;observation (like obvious taxonomical traits);.375;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus acris;26865;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus acris;26865;actual measurement (following LEDA data standards);.04;3;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.03;.04;.01;;;;;;NORWAY;unknown
Ranunculus acris;26865;actual measurement (following LEDA data standards);.03;4;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.04;.1;.01;;;;;;NORWAY;unknown
Ranunculus illyricus;26876;derivation from photos or drawings;.375;;1;BIOPOP April 2005;;.45;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
